"","factor","term","estimate","std.error","statistic","p.value"
"56","Student Spending","log_PPE:year2014",-0.260188937777617,1.02780174866981,-0.25315090007811,0.800155758307234
"57","Student Spending","log_PPE:year2015",3.42653558389599,1.17311958969673,2.92087491675234,0.00349672286182809
"58","Student Spending","log_PPE:year2016",4.88984077249273,1.14181092442444,4.28253108101728,1.86155305305117e-05
"59","Salaries","(Intercept)",6.35864899856616,7.90267647672156,0.804619677560691,0.421054443492621
"60","Salaries","log_trend",2.85139910915693,0.281772827258025,10.1194963932624,5.59688446745238e-24
"61","Salaries","log_PPE",-3.07479384769506,0.939695551461599,-3.27211706271519,0.00107034055400626
"62","Salaries","year2003",-1.07485728914837,11.6399335180369,-0.0923422189209933,0.926427621460324
"63","Salaries","year2004",2.95766843201338,11.652241124435,0.253828289376117,0.799632380358253
"64","Salaries","year2005",-24.3058783480207,11.7692846369054,-2.06519589744681,0.0389249801723989
"65","Salaries","year2006",0.466641628691885,11.7117243702477,0.0398439729231789,0.968218153263066
"66","Salaries","year2007",-12.0547890102158,11.78635604729,-1.02277489003801,0.306434030618178
"67","Salaries","year2008",-0.208226565575154,11.719273292599,-0.0177678735170938,0.985824316716468
"68","Salaries","year2009",-4.87643044152753,9.99636339157961,-0.487820445346671,0.625685560182784
"69","Salaries","year2010",2.38320675403884,10.0557737759582,0.236998843364666,0.812661560439603
"70","Salaries","year2011",3.2240978937301,9.96949395780087,0.323396343623572,0.746400493062071
"71","Salaries","year2013",-10.6304290043002,11.1554576155563,-0.952935269053962,0.340641243630124
"72","Salaries","year2014",11.1332972072537,9.95519188007491,1.11834079557389,0.263442901171133
"73","Salaries","year2015",-17.0883622775425,11.461374394162,-1.49095227935723,0.135999187010325
"74","Salaries","year2016",-29.6968951576788,11.1598563758486,-2.66104635736591,0.00779974850829559
"75","Salaries","log_PPE:year2003",0.0819310078004222,1.32848585450006,0.0616724728553882,0.950824644960431
"76","Salaries","log_PPE:year2004",-0.107527774365551,1.32813595932451,-0.080961420862545,0.935473925976996
"77","Salaries","log_PPE:year2005",2.92751531907305,1.33913392853415,2.1861258659002,0.0288248291893674
"78","Salaries","log_PPE:year2006",0.067820586782544,1.33182350045994,0.0509231041193691,0.959387606353444
"79","Salaries","log_PPE:year2007",1.50298739908985,1.33863751990482,1.12277399724812,0.261554995920031
"80","Salaries","log_PPE:year2008",-0.0688001513242887,1.33261024577399,-0.0516281122274645,0.958825841536343
"81","Salaries","log_PPE:year2009",0.29545289733993,1.13929794631331,0.259328912420141,0.795385731944672
"82","Salaries","log_PPE:year2010",-0.437650532853614,1.14847476201982,-0.381071093006797,0.703156954628469
"83","Salaries","log_PPE:year2011",-0.390347196004124,1.13987228487664,-0.342448185803875,0.732019372689047
"84","Salaries","log_PPE:year2013",1.39639095457693,1.27032130760392,1.09924233043906,0.271683490860134
"85","Salaries","log_PPE:year2014",-0.835912763451656,1.13204993704206,-0.73840626292142,0.46028143419364
"86","Salaries","log_PPE:year2015",2.37780866532613,1.29501531508208,1.83612397292415,0.066362993555862
"87","Salaries","log_PPE:year2016",3.83874406855348,1.2580870859148,3.05125464805339,0.00228363721029513
"88","Employee Benefits","(Intercept)",-5.28517887937551,6.27809371688309,-0.841844533980525,0.399891040828357
"89","Employee Benefits","log_trend",0.621586499829679,0.278607496169094,2.23104729189491,0.0256956148685273
"90","Employee Benefits","log_PPE",0.678938282563557,0.851767217407521,0.797093699649542,0.425411712635434
"91","Employee Benefits","year2003",11.3953546554209,8.6958815585389,1.31043121720434,0.190074008991134
"92","Employee Benefits","year2004",-0.692236544452538,8.81838295275677,-0.0784992609371919,0.937432171084674
"93","Employee Benefits","year2005",-9.22732014363293,8.87239883892668,-1.04000285730496,0.298358632310234
"94","Employee Benefits","year2006",2.59201670139766,8.77279880188266,0.295460634619981,0.76764691348499
"95","Employee Benefits","year2007",-11.6863709094224,8.83260664970816,-1.32309423173606,0.185828176675803
"96","Employee Benefits","year2008",4.94821229447758,8.83464386864961,0.560091880108114,0.575426777572302
"97","Employee Benefits","year2009",-0.0735590378425841,8.06901861531199,-0.00911623102504639,0.992726545831154
"98","Employee Benefits","year2010",-0.402619804278805,8.86758342450991,-0.0454035541595208,0.963786371350528
"99","Employee Benefits","year2011",2.81167167307381,8.82436852022268,0.318625821964522,0.750015578746439
"100","Employee Benefits","year2013",-4.59669670954879,8.81963925124615,-0.521188744641603,0.602244501210442
"101","Employee Benefits","year2014",7.53519496320098,8.27123323342912,0.911012269941396,0.362306426927069
"102","Employee Benefits","year2015",-26.0936534292772,9.53079340810201,-2.73782594081782,0.0061934063310229
"103","Employee Benefits","year2016",-33.5278825921578,9.3963233351182,-3.56819166352539,0.000360795508240827
"104","Employee Benefits","log_PPE:year2003",-1.59075398378176,1.15132962814576,-1.38166685273591,0.167098640712683
"105","Employee Benefits","log_PPE:year2004",0.332597444893172,1.16400769056807,0.285734748651752,0.775086009562976
"106","Employee Benefits","log_PPE:year2005",1.39235352227098,1.16975392322288,1.19029609102297,0.233952578392668
"107","Employee Benefits","log_PPE:year2006",-0.209774895491893,1.15748811361568,-0.181232872307096,0.856187723599509
"108","Employee Benefits","log_PPE:year2007",1.68532981296037,1.16390387860316,1.44799741966922,0.147642782746355
"109","Employee Benefits","log_PPE:year2008",-0.787427008331008,1.16473437138134,-0.676057157476297,0.499016828866387
"110","Employee Benefits","log_PPE:year2009",-0.339523349119443,1.06337605957776,-0.319288125834111,0.749513356608455
"111","Employee Benefits","log_PPE:year2010",-0.153395117934233,1.16895893945188,-0.131223700642693,0.895600453575556
"112","Employee Benefits","log_PPE:year2011",-0.407169184293483,1.16251598217037,-0.350248246508677,0.726158286474762
"113","Employee Benefits","log_PPE:year2013",0.80129014687693,1.15984617898396,0.690858978885345,0.489666959846431
"114","Employee Benefits","log_PPE:year2014",-0.52584948571415,1.0799023125917,-0.486941716470766,0.626308149172845
"115","Employee Benefits","log_PPE:year2015",3.75905334961114,1.22718090200745,3.06316154648592,0.00219476324815716
"116","Employee Benefits","log_PPE:year2016",4.67647782281737,1.1996533515283,3.89819093729013,9.74187258773801e-05
"117","Services & Other Operating Expenditures","(Intercept)",-0.404744244073923,3.98726761212759,-0.101509174564271,0.919147898501604
"118","Services & Other Operating Expenditures","log_trend",-0.110061535975713,0.237845722712033,-0.462743389793763,0.643556345659899
"119","Services & Other Operating Expenditures","log_PPE",0.955081827181605,0.52783098757592,1.80944629940703,0.0704056393050274
"120","Services & Other Operating Expenditures","year2003",3.76651405257507,4.81948179198184,0.781518473384714,0.434512376175345
"121","Services & Other Operating Expenditures","year2004",-7.70469096931271,4.89604907392511,-1.57365476795271,0.115592521759225
"122","Services & Other Operating Expenditures","year2005",-3.53833753922194,5.11776160691471,-0.69138381405676,0.489337177112095
"123","Services & Other Operating Expenditures","year2006",2.42547094178423,5.22666110970859,0.464057433775242,0.642614656068043
"124","Services & Other Operating Expenditures","year2007",-6.17282764236235,5.37974541945655,-1.14742002847152,0.251229966472255
"125","Services & Other Operating Expenditures","year2008",4.72370543207249,5.31149693421048,0.889335998981357,0.373839596426245
"126","Services & Other Operating Expenditures","year2009",-7.53046708991284,5.15104663380114,-1.46192951166428,0.143785595278987
"127","Services & Other Operating Expenditures","year2010",-3.37311457791233,5.28558322770748,-0.638172635373552,0.523372966342053
"128","Services & Other Operating Expenditures","year2011",-4.36087540100836,5.1310552915452,-0.84989834512095,0.395397838000909
"129","Services & Other Operating Expenditures","year2013",-3.66857005624313,5.40322099515898,-0.678959838868332,0.49717584442422
"130","Services & Other Operating Expenditures","year2014",-13.6346438385406,5.42691297362893,-2.51241247184091,0.0120033384522619
"131","Services & Other Operating Expenditures","year2015",-16.0939215224241,5.46260048830694,-2.94620145787235,0.00322294694468804
"132","Services & Other Operating Expenditures","year2016",-25.7932387679869,5.41429433408903,-4.76391514321444,1.9200126046958e-06
"133","Services & Other Operating Expenditures","log_PPE:year2003",-0.591191648789708,0.670909240709134,-0.881179767571591,0.378237423441859
"134","Services & Other Operating Expenditures","log_PPE:year2004",1.38278952838878,0.679706499947869,2.03439209202036,0.0419330848234202
"135","Services & Other Operating Expenditures","log_PPE:year2005",0.696022719008536,0.70600777693866,0.985857014247888,0.324222311554007
"136","Services & Other Operating Expenditures","log_PPE:year2006",-0.182868005197947,0.717937287261564,-0.254713062606711,0.798948904889858
"137","Services & Other Operating Expenditures","log_PPE:year2007",0.999042003166216,0.735370093117477,1.35855674920222,0.174311535431267
"138","Services & Other Operating Expenditures","log_PPE:year2008",-0.785801800235331,0.728421303660738,-1.07877377595386,0.280709345607432
"139","Services & Other Operating Expenditures","log_PPE:year2009",0.660655723331897,0.704794475925925,0.937373583219362,0.348584484197669
"140","Services & Other Operating Expenditures","log_PPE:year2010",0.237281588177458,0.721413693922544,0.32891195464739,0.742227732892222
"141","Services & Other Operating Expenditures","log_PPE:year2011",0.561308713143096,0.703578289386751,0.797791406600025,0.425006661525743
"142","Services & Other Operating Expenditures","log_PPE:year2013",0.69271512435107,0.734546896744732,0.943050916722885,0.345673034882246
"143","Services & Other Operating Expenditures","log_PPE:year2014",2.28380769114298,0.732862693720117,3.11628318744135,0.00183560054491004
"144","Services & Other Operating Expenditures","log_PPE:year2015",2.58696735614362,0.731331099260589,3.53734082792208,0.000405638439514216
"145","Services & Other Operating Expenditures","log_PPE:year2016",3.88226692378335,0.721643981658713,5.37975376010187,7.59286732054269e-08
"146","General Education, K-12","(Intercept)",-5.1627950294612,6.39424169605311,-0.807413181245239,0.419443795689795
"147","General Education, K-12","log_trend",1.34986365822073,0.285707385501519,4.7246369072722,2.33030283713043e-06
"148","General Education, K-12","log_PPE",-0.188972639048355,0.76052247144597,-0.248477390403815,0.803769132003816
"149","General Education, K-12","year2003",14.7780963383237,9.70066621041727,1.52341045633071,0.12768127403516
"150","General Education, K-12","year2004",-2.70339496832392,9.62184130546435,-0.280964410293135,0.778742334407829
"151","General Education, K-12","year2005",-13.9852055738087,9.66557679697504,-1.44690853609332,0.147947547712157
"152","General Education, K-12","year2006",10.9677142443174,9.63226567110891,1.13864324540113,0.254873743919247
"153","General Education, K-12","year2007",-6.22406557586277,9.68630147137456,-0.64256368586673,0.520519004849799
"154","General Education, K-12","year2008",5.63295640210107,9.53540992180104,0.590740875148147,0.554704706381922
"155","General Education, K-12","year2009",-1.89888330525736,7.89367694073701,-0.240557514516178,0.809902015773827
"156","General Education, K-12","year2010",5.10261763652852,8.38316668784524,0.608674242864193,0.542751412553096
"157","General Education, K-12","year2011",7.5209226332811,8.2670001786375,0.909752324998817,0.362970634474221
"158","General Education, K-12","year2013",-1.71286783896753,9.15345327254034,-0.187128047521257,0.851563266365971
"159","General Education, K-12","year2014",8.65097814754728,8.35346363089246,1.03561570742399,0.300401438964066
"160","General Education, K-12","year2015",-22.5456447402058,9.38306556308732,-2.40280157786595,0.0162844559813903
"161","General Education, K-12","year2016",-18.2635732818162,8.36905169096173,-2.18227511983707,0.0291077341116923
"162","General Education, K-12","log_PPE:year2003",-1.74609952241698,1.11223337428481,-1.56990390936592,0.11646270833653
"163","General Education, K-12","log_PPE:year2004",0.519336327001645,1.10271346982505,0.470962168516941,0.637675946632744
"164","General Education, K-12","log_PPE:year2005",1.74364239590845,1.10656346082694,1.57572742787424,0.115113869336324
"165","General Education, K-12","log_PPE:year2006",-1.13759469050591,1.10195707022134,-1.03234029822724,0.301932646154239
"166","General Education, K-12","log_PPE:year2007",0.827578986398961,1.10666265534271,0.74781504770546,0.454585753079377
"167","General Education, K-12","log_PPE:year2008",-0.75822663974825,1.09291691117817,-0.693764212076174,0.487842945110709
"168","General Education, K-12","log_PPE:year2009",-0.0772416979053031,0.908095730979141,-0.0850589814159994,0.932215858577343
"169","General Education, K-12","log_PPE:year2010",-0.763673466380507,0.965843470733275,-0.790680363351963,0.429145496505669
"170","General Education, K-12","log_PPE:year2011",-0.895907118693027,0.954224494099732,-0.938885057167051,0.347807852445777
"171","General Education, K-12","log_PPE:year2013",0.370507464332498,1.05133626087029,0.352415757091641,0.724532411468271
"172","General Education, K-12","log_PPE:year2014",-0.578550149447806,0.955880806011951,-0.605253443535064,0.545021567526758
"173","General Education, K-12","log_PPE:year2015",2.94621864853348,1.0645541894945,2.76756099182935,0.00565603228782801
"174","General Education, K-12","log_PPE:year2016",2.50720494966243,0.950040985535967,2.63904924927843,0.0083241737189966
"175","General Education Instruction","(Intercept)",-3.02518091163938,7.11158342009016,-0.425387812100083,0.670561291890101
"176","General Education Instruction","log_trend",1.39042471253284,0.286996221959691,4.84474918533293,1.28288600865366e-06
"177","General Education Instruction","log_PPE",-0.485356258054193,0.865697780168168,-0.560653231616129,0.575043976018754
"178","General Education Instruction","year2003",14.1899268712136,10.8541532731033,1.30732692953364,0.19112568096055
"179","General Education Instruction","year2004",-4.64893165792991,10.7423445763309,-0.432766946256139,0.66519153414728
"180","General Education Instruction","year2005",-21.0980905441779,10.8125410566874,-1.9512610804034,0.0510482409355538
"181","General Education Instruction","year2006",7.09586880131971,10.7407287365771,0.660650592278255,0.508848556527053
"182","General Education Instruction","year2007",-5.78678797287544,10.7796756109516,-0.536823943662681,0.591398758442153
"183","General Education Instruction","year2008",7.36857077542809,10.6343936162482,0.692899947221221,0.488385179685109
"184","General Education Instruction","year2009",-3.19862039263855,9.14243711592373,-0.349865178407122,0.726445758928537
"185","General Education Instruction","year2010",5.16080700146641,9.23104104247029,0.559070962605681,0.576123278739725
"186","General Education Instruction","year2011",8.17802078339812,9.1101047474171,0.897686800551526,0.369369789543037
"187","General Education Instruction","year2013",-3.46497983727851,10.1475144929536,-0.341460939985311,0.732762328730203
"188","General Education Instruction","year2014",7.36634462974373,9.08737291014776,0.810613221508475,0.417603211152004
"189","General Education Instruction","year2015",-23.8132729785793,10.1993415108847,-2.33478533424592,0.0195703407041236
"190","General Education Instruction","year2016",-31.2229783624663,9.6057575053547,-3.25044415758582,0.00115528949268514
"191","General Education Instruction","log_PPE:year2003",-1.69964951320367,1.2622050618934,-1.34657161860377,0.17814258679216
"192","General Education Instruction","log_PPE:year2004",0.755515925902324,1.24868608918818,0.605048724770783,0.545157575023576
"193","General Education Instruction","log_PPE:year2005",2.59207548476914,1.25475719407363,2.06579846444542,0.0388680149419986
"194","General Education Instruction","log_PPE:year2006",-0.702421900791657,1.24562482892078,-0.563911287317741,0.57282459636726
"195","General Education Instruction","log_PPE:year2007",0.793707924409224,1.24883418593252,0.635559094513859,0.525075440405942
"196","General Education Instruction","log_PPE:year2008",-0.966100132223547,1.23595707530015,-0.781661557290679,0.434428263143123
"197","General Education Instruction","log_PPE:year2009",0.0757878338779535,1.06571225913579,0.071114724662557,0.943307583753458
"198","General Education Instruction","log_PPE:year2010",-0.779409803422749,1.07831044702821,-0.722806503053716,0.469812256933745
"199","General Education Instruction","log_PPE:year2011",-0.984668775743613,1.06601236314218,-0.923693579726603,0.355663655605201
"200","General Education Instruction","log_PPE:year2013",0.581551466472574,1.18185011143313,0.492068715691346,0.622679384353519
"201","General Education Instruction","log_PPE:year2014",-0.434102205185704,1.05513703670966,-0.411417844396219,0.680773205313765
"202","General Education Instruction","log_PPE:year2015",3.14400111345852,1.17524302274705,2.67519232414554,0.00747833754328816
"203","General Education Instruction","log_PPE:year2016",4.01739942805558,1.10516326357663,3.63511850281206,0.000278965033842428
"204","Instruction-related Services","(Intercept)",2.17758869540603,4.04699353880001,0.538075654069791,0.590534375205912
"205","Instruction-related Services","log_trend",1.69762726018845,0.256142136090914,6.6276766724,3.5497603512671e-11
"206","Instruction-related Services","log_PPE",-1.74253576750096,0.541229553847133,-3.21958724373933,0.00128702395852959
"207","Instruction-related Services","year2003",-9.43197396870382,4.73894643250696,-1.99031031539096,0.0465784495025135
"208","Instruction-related Services","year2004",-15.5576050624461,4.98953295451893,-3.11804836329539,0.00182465164870156
"209","Instruction-related Services","year2005",-22.2921565064077,5.51873010435007,-4.03936341964543,5.39159747930348e-05
"210","Instruction-related Services","year2006",-11.8527584191961,5.3787772438652,-2.20361578139621,0.0275694973007931
"211","Instruction-related Services","year2007",-18.7576716788269,5.76853113752697,-3.25172409260297,0.00115010513853271
"212","Instruction-related Services","year2008",-7.19408373091212,5.68928821140868,-1.26449627151704,0.206075473841175
"213","Instruction-related Services","year2009",-3.00110257549238,4.71703032766933,-0.636227110495432,0.524640024571183
"214","Instruction-related Services","year2010",8.66014008297089,5.07558087649264,1.70623625033344,0.0879888787093408
"215","Instruction-related Services","year2011",2.62052262932569,4.83438999549891,0.542058591004356,0.587787781442775
"216","Instruction-related Services","year2013",-13.134498080252,5.58713198256606,-2.35084800596023,0.0187460917609949
"217","Instruction-related Services","year2014",-2.54092853072731,5.51568338923965,-0.460673383770417,0.645040947261419
"218","Instruction-related Services","year2015",-13.7949560037003,5.64962507625552,-2.44174716330794,0.0146301106656399
"219","Instruction-related Services","year2016",-19.5701682783787,5.35253833564158,-3.65624065652449,0.000256988307322562
"220","Instruction-related Services","log_PPE:year2003",1.27072507536007,0.681004727836952,1.86595631926994,0.0620708201099585
"221","Instruction-related Services","log_PPE:year2004",2.49903899664683,0.714326288757855,3.49845586810534,0.000469583715488197
"222","Instruction-related Services","log_PPE:year2005",3.36655347979933,0.784424985590015,4.29174687400751,1.78604270875761e-05
"223","Instruction-related Services","log_PPE:year2006",1.82865279248178,0.767178001774173,2.3836095251074,0.017158583302517
"224","Instruction-related Services","log_PPE:year2007",2.824952708834,0.820652515039019,3.44232504874452,0.000578620159397533
"225","Instruction-related Services","log_PPE:year2008",0.885124761824309,0.811442388636602,1.09080419536809,0.275380021987304
"226","Instruction-related Services","log_PPE:year2009",0.0606538495433697,0.673855686097445,0.0900101472685334,0.928280589648877
"227","Instruction-related Services","log_PPE:year2010",-1.4785770474417,0.726925116824778,-2.03401562722189,0.0419710371020359
"228","Instruction-related Services","log_PPE:year2011",-0.412447314772864,0.691260831008696,-0.596659460902792,0.550745541527507
"229","Instruction-related Services","log_PPE:year2013",2.09291396846793,0.792278084882623,2.64164061634748,0.0082607985087782
"230","Instruction-related Services","log_PPE:year2014",0.88780181540199,0.775968242868147,1.14412132656419,0.252595176782636
"231","Instruction-related Services","log_PPE:year2015",2.47312864961136,0.786860196747179,3.1430343787055,0.00167596093853411
"232","Instruction-related Services","log_PPE:year2016",3.31172679276795,0.742137190958458,4.46241858394256,8.17463576466673e-06
"233","Pupil Services","(Intercept)",-5.79885158031612,3.44563550557316,-1.68295560309172,0.0924086732967842
"234","Pupil Services","log_trend",0.987588302706424,0.198959361762532,4.96376895240125,7.00500344845744e-07
"235","Pupil Services","log_PPE",0.327736807934994,0.440583650149309,0.743869655226489,0.456969324820832
"236","Pupil Services","year2003",2.14514401241678,3.6161008036664,0.593220191827009,0.553044539965234
"237","Pupil Services","year2004",5.07017144289033,3.63490781099827,1.39485557998179,0.163084192945173
"238","Pupil Services","year2005",1.42755105157572,3.69093377929683,0.386772328342255,0.69893135229024
"239","Pupil Services","year2006",-1.02671363770624,3.89762739840713,-0.263420161230863,0.792231097136447
"240","Pupil Services","year2007",-6.75696364710259,4.39459392243539,-1.53756268869503,0.12418090130738
"241","Pupil Services","year2008",1.50610117276007,4.40656509289242,0.34178575398542,0.732517880150901
"242","Pupil Services","year2009",-1.34713110033957,4.35070540462031,-0.309635099381575,0.756843625880672
"243","Pupil Services","year2010",2.97491669503164,4.36124197689875,0.682126034462109,0.49517190584435
"244","Pupil Services","year2011",-1.44238093997704,4.25855653672601,-0.338701841231383,0.734840045673518
"245","Pupil Services","year2013",-10.0330402405015,4.91105421006972,-2.04295041580472,0.0410782875632576
"246","Pupil Services","year2014",-10.7426945590593,5.31463896528433,-2.02134042015487,0.0432658194524794
"247","Pupil Services","year2015",-15.118622492341,5.67043986401335,-2.66621688174303,0.00768089396855787
"248","Pupil Services","year2016",-18.0855329997561,6.08681312118114,-2.97126470612698,0.00297140697429051
"249","Pupil Services","log_PPE:year2003",-0.382901888369279,0.520145042819316,-0.736144453658263,0.461656613418337
"250","Pupil Services","log_PPE:year2004",-0.464501451241852,0.522278874031065,-0.889374382801905,0.373819032404139
"251","Pupil Services","log_PPE:year2005",-0.00144972187493722,0.529700690084266,-0.00273686990044622,0.997816340185987
"252","Pupil Services","log_PPE:year2006",0.301336459035341,0.558294074354386,0.539745042760499,0.589382492146508
"253","Pupil Services","log_PPE:year2007",1.12304914662608,0.625459860289152,1.79555750565175,0.0725890769119484
"254","Pupil Services","log_PPE:year2008",-0.357601463481233,0.627654060190085,-0.569742930322052,0.56886231241047
"255","Pupil Services","log_PPE:year2009",-0.175909179229155,0.620417921659586,-0.283533362090198,0.77677270945673
"256","Pupil Services","log_PPE:year2010",-0.645351609294843,0.622408899796432,-1.03686115270189,0.299820638963292
"257","Pupil Services","log_PPE:year2011",0.175429238066816,0.60725841259256,0.288887291520357,0.77267242240437
"258","Pupil Services","log_PPE:year2013",1.64010603019997,0.696493360485701,2.35480497481876,0.0185478122164013
"259","Pupil Services","log_PPE:year2014",2.00327160240006,0.749007168614128,2.67456933170169,0.00749227124652066
"260","Pupil Services","log_PPE:year2015",2.61726531623217,0.791667975591686,3.30601388072575,0.000949001807512221
"261","Pupil Services","log_PPE:year2016",3.0424785091565,0.842164427039536,3.61268941250788,0.000304226706501522
