"","Fiscalyear","Ccode","Dcode","RegularADA","SpecialEdADA","ROCPADA","AdultEdADA","K12ADA","K12ADA_C"
"2602",2005,23,65540,540.89,0,0,17,540.89,597.838571428571
"2603",2005,23,65565,1769.85,0,0,14.83,1769.85,1828.98
"2604",2005,23,65573,67.32,0,0,0,67.32,67.32
"2605",2005,23,65581,461.42,0,0,0,461.42,611.73
"2606",2005,23,65607,324.05,0,0,0,324.05,325.481428571429
"2607",2005,23,65615,5504.9,0,0,550.26,5504.9,5644.54285714286
"2608",2005,23,65623,1781.92,0,0,26.26,1781.92,1819.85857142857
"2609",2005,23,73866,268.68,0,0,0,268.68,277.468571428571
"2610",2005,23,73916,400.56,0,0,0,400.56,410.074285714286
"2611",2005,23,75218,160.61,0,0,0,160.61,165.308571428571
"2612",2005,23,76349,0,0,0,0,0,346.65
"2613",2005,24,10249,0,0,0,0,0,NA
"2614",2005,24,65631,4365.99,91.16,0,0,4457.15,4518.51857142857
"2615",2005,24,65649,328.68,0,0,0,328.68,336.624285714286
"2616",2005,24,65680,211.51,0,0,0,211.51,216.595714285714
"2617",2005,24,65698,2234.81,30.88,0,0,2265.69,2336.59714285714
"2618",2005,24,65722,433.08,0,0,0,433.08,468.581428571429
"2619",2005,24,65730,536.5,14.13,0,0,550.63,561.312857142857
"2620",2005,24,65748,2318.72,42.99,0,0,2361.71,2495.2
"2621",2005,24,65755,8038.77,79.68,0,38.08,8118.45,8341.05857142857
"2622",2005,24,65763,755.41,0,0,0,755.41,781.605714285714
"2623",2005,24,65771,9924.44,318.74,0,0,10243.18,10380.6114285714
"2624",2005,24,65789,9465.85,208.65,0,669.09,9674.5,10184.1228571429
"2625",2005,24,65813,77.26,0,0,0,77.26,77.5485714285714
"2626",2005,24,65821,726.11,27.24,0,0,753.35,766.835714285714
"2627",2005,24,65839,72.51,0,0,0,72.51,74.3771428571429
"2628",2005,24,65862,1962.44,54.56,0,0,2017,2019.76
"2629",2005,24,65870,1704.25,40.12,0,0,1744.37,1803.12571428571
"2630",2005,24,73619,1785.17,41.91,0,38.14,1827.08,1892.07857142857
"2631",2005,24,73726,190.51,0,0,0,190.51,195.092857142857
"2632",2005,24,75317,2411.64,73.72,0,66.22,2485.36,2560.18428571429
"2633",2005,24,75366,2439.44,36.33,0,13,2475.77,2562.40571428571
"2634",2005,25,10256,0,0,0,0,0,NA
"2635",2005,25,65896,159.82,0,0,0,159.82,162.345714285714
"2636",2005,25,73585,886.95,0,0,8.92,886.95,903.872857142857
"2637",2005,25,73593,490.37,0,0,8.67,490.37,529.701428571429
"2638",2005,26,10264,0,0,0,0,0,NA
"2639",2005,26,73668,449.52,0,0,0,449.52,454.56
"2640",2005,26,73692,1094.35,2.73,0,0,1097.08,1120.66428571429
"2641",2005,27,10272,0,0,0,0,0,NA
"2642",2005,27,40105,0,0,0,0,0,NA
"2643",2005,27,40576,0,0,0,0,0,NA
"2644",2005,27,65961,6872.59,87.18,0,0,6959.77,7170.03857142857
"2645",2005,27,65979,25.82,0,0,0,25.82,28.3157142857143
"2646",2005,27,65987,1997.78,21.46,263.83,117.22,2019.24,2033.94
"2647",2005,27,65995,323.76,0,0,0,323.76,323.76
"2648",2005,27,66027,34.69,0,0,0,34.69,34.69
"2649",2005,27,66035,2260.62,63.48,0,0,2324.1,2463.36714285714
"2650",2005,27,66050,2242.82,32.81,0,0,2275.63,2302.50428571429
"2651",2005,27,66068,1902.61,74.96,126.96,124.4,1977.57,2036.89
"2652",2005,27,66076,78.46,0,0,0,78.46,78.46
"2653",2005,27,66084,95.89,0,0,0,95.89,97.3214285714286
"2654",2005,27,66092,10072.35,323.65,610.86,1116.69,10396,10473.8714285714
"2655",2005,27,66134,1658.75,27.82,141.15,868.7,1686.57,1694.23857142857
"2656",2005,27,66142,7377.9,49.8,0,0,7427.7,7525.48142857143
"2657",2005,27,66159,11868.39,468.33,1342.89,2033.81,12336.72,13249.21
"2658",2005,27,66167,173.97,2.15,0,0,176.12,176.12
"2659",2005,27,66175,107.66,0,0,0,107.66,107.66
"2660",2005,27,66183,96.37,0,0,0,96.37,96.37
"2661",2005,27,66191,2770.41,57.87,0,0,2828.28,2878.99428571429
"2662",2005,27,66225,837.5,9.01,0,0,846.51,855.661428571429
"2663",2005,27,66233,919.48,17.89,0,0,937.37,938.618571428571
"2664",2005,27,73825,4477.66,79.26,160.82,122.29,4556.92,4598.24571428571
"2665",2005,27,75150,19.9,0,0,0,19.9,19.9
"2666",2005,27,75440,3801.16,44.81,120.57,105.59,3845.97,3933.91714285714
"2667",2005,27,75473,2066.77,67.96,81.1,45.77,2134.73,2213.53571428571
"2668",2005,28,10280,0,0,0,0,0,NA
"2669",2005,28,66241,754.25,23.13,0,0,777.38,827.352857142857
"2670",2005,28,66258,75.06,0,0,0,75.06,75.06
"2671",2005,28,66266,13738.3,602.41,0,856.15,14340.71,14673.4842857143
"2672",2005,28,66282,58.31,0,0,0,58.31,60.15
"2673",2005,28,66290,1269.79,26.24,0,26.65,1296.03,1318.04285714286
"2674",2005,29,10298,0,0,0,0,0,NA
"2675",2005,29,40444,0,0,0,0,0,NA
"2676",2005,29,66316,158.54,0,0,0,158.54,158.54
"2677",2005,29,66324,101.38,0,0,0,101.38,101.38
"2678",2005,29,66332,1347.52,25.44,0,0,1372.96,1376.78142857143
"2679",2005,29,66340,1193.06,19.28,0,0,1212.34,1230.03285714286
"2680",2005,29,66357,3648.41,91.89,0,147.73,3740.3,3828.75714285714
"2681",2005,29,66373,1680.66,31.86,0,0,1712.52,1717.75
"2682",2005,29,66381,639.27,1.52,0,0,640.79,643.947142857143
"2683",2005,29,66399,247.16,0,0,0,247.16,254.181428571429
"2684",2005,29,66407,754.52,0,0,0,754.52,768.91
"2685",2005,29,66415,92.89,0,0,0,92.89,93.6614285714286
"2686",2005,30,10306,0,0,0,0,0,NA
"2687",2005,30,40063,0,0,0,0,0,NA
"2688",2005,30,40071,0,0,0,0,0,NA
"2689",2005,30,40089,0,0,0,0,0,NA
"2690",2005,30,66423,19154.61,501.88,0,0,19656.49,19981.8785714286
"2691",2005,30,66431,28859.31,1929.54,3229.28,804.84,30788.85,32272.7128571429
"2692",2005,30,66449,5818.09,126.63,159.36,0,5944.72,6067.47428571429
"2693",2005,30,66456,5830.8,146.42,0,0,5977.22,6132.69714285714
"2694",2005,30,66464,47306.22,1167.6,935.59,725.5,48473.82,49188.4714285714
"2695",2005,30,66472,4715.78,152.5,0,0,4868.28,4883.36857142857
"2696",2005,30,66480,4047.72,93.65,0,0,4141.37,4173.44142857143
"2697",2005,30,66498,5828.24,145.41,0,0,5973.65,6025.64857142857
"2698",2005,30,66506,13069.56,320.84,0,0,13390.4,13560.9614285714
"2699",2005,30,66514,13735.1,436.39,1921.94,142.29,14171.49,15497.6285714286
"2700",2005,30,66522,45570.45,1548.53,0,3256.66,47118.98,48448.2957142857
"2701",2005,30,66530,6215.59,136.1,0,0,6351.69,6385.03714285714
"2702",2005,30,66548,14187.51,625.37,603.22,2607.31,14812.88,15338.5042857143
"2703",2005,30,66555,2666.7,34.56,48.51,22.78,2701.26,2743.24857142857
"2704",2005,30,66563,5769.39,143.9,0,0,5913.29,6025.38142857143
"2705",2005,30,66589,6164.83,195.85,0,0,6360.68,6489.42714285714
"2706",2005,30,66597,19994.79,705.04,499.82,823.94,20699.83,21223.9771428571
"2707",2005,30,66613,9262.77,276.07,0,0,9538.84,9618.48
"2708",2005,30,66621,27412.46,986.21,0,13.42,28398.67,29096.6871428571
"2709",2005,30,66647,24658.62,755.96,517.65,216.9,25414.58,26012.9442857143
"2710",2005,30,66670,51662.14,2292.79,0,6.9,53954.93,55982.0728571429
"2711",2005,30,66696,2368.48,60.96,0,0,2429.44,2457.37428571429
"2712",2005,30,66746,9406.04,313.62,0,0,9719.66,9878.56285714286
"2713",2005,30,73635,32164,780.89,883.38,1382.76,32944.89,33907.8514285714
"2714",2005,30,73643,18909.92,491.59,221.5,260.17,19401.51,19780.8728571429
"2715",2005,30,73650,24147.6,689.42,303.16,313.72,24837.02,25358.4414285714
"2716",2005,30,73924,8648.84,183.76,138.42,34.34,8832.6,9034.93
"2717",2005,31,10314,0,0,0,0,0,NA
"2718",2005,31,40279,0,0,0,0,0,NA
"2719",2005,31,40659,0,0,0,0,0,NA
"2720",2005,31,66761,261.3,0,0,0,261.3,269.832857142857
"2721",2005,31,66779,139.15,0,0,0,139.15,140.385714285714
"2722",2005,31,66787,2305.36,25.28,0,0,2330.64,2381.24571428571
"2723",2005,31,66795,459.85,0,0,0,459.85,470.402857142857
"2724",2005,31,66803,6917.53,102.81,0,0,7020.34,7071.69
"2725",2005,31,66829,3907.13,49.75,0,0,3956.88,3980.67857142857
"2726",2005,31,66837,579.77,0,0,0,579.77,595.79
"2727",2005,31,66845,2068.48,29.27,0,0,2097.75,2116.05142857143
"2728",2005,31,66852,203.65,0,0,0,203.65,209.187142857143
"2729",2005,31,66860,180.65,0,0,0,180.65,182.905714285714
"2730",2005,31,66878,0,0,0,0,0,NA
"2731",2005,31,66886,1172.77,23.13,0,0,1195.9,1219.67714285714
"2732",2005,31,66894,4385.17,77.67,0,1116.48,4462.84,4565.07428571429
"2733",2005,31,66910,7916.57,109.22,0,0,8025.79,8110.84
"2734",2005,31,66928,7894.43,150.24,0,309.79,8044.67,8153.61285714286
"2735",2005,31,66944,3842.36,57.72,0,29.67,3900.08,3911.24857142857
"2736",2005,31,66951,4628.97,83.43,0,23.72,4712.4,4763.66142857143
"2737",2005,31,75085,9011.03,231.78,0,2.28,9242.81,9425.88285714286
"2738",2005,32,10322,0,0,0,0,0,NA
"2739",2005,32,66969,2469.76,34.24,0,0,2504,2552.24714285714
"2740",2005,33,10330,0,0,0,0,0,NA
"2741",2005,33,66977,18254.01,378.95,0,79.89,18632.96,19199.6742857143
"2742",2005,33,66985,4408.87,121.48,0,29.4,4530.35,4760.74285714286
"2743",2005,33,66993,5489.41,165.3,0,105.56,5654.71,5810.91571428571
"2744",2005,33,67033,43715.92,1320.15,0,668.35,45036.07,46234.32
"2745",2005,33,67041,20.61,2.1,0,0,22.71,22.71
"2746",2005,33,67058,24490.56,622.1,0,68.06,25112.66,25951.5928571429
"2747",2005,33,67082,20102.02,936.08,0,193.07,21038.1,22454.2728571429
"2748",2005,33,67090,19077.06,618.62,0,263.45,19695.68,20500.2185714286
"2749",2005,33,67116,7042.94,137.47,0,0,7180.41,7266.41714285714
"2750",2005,33,67124,33025.87,1386.4,0,186.92,34412.27,35100.8971428571
"2751",2005,33,67157,1503.16,27.25,0,0,1530.41,1564.07857142857
"2752",2005,33,67173,21127.85,627.99,0,216.94,21755.84,22339.0928571429
"2753",2005,33,67181,3356.07,88.09,0,3.59,3444.16,3555.94714285714
"2754",2005,33,67199,5103.75,95.31,0,0,5199.06,5214.95142857143
"2755",2005,33,67207,7299.54,169.53,0,101.93,7469.07,7790.98428571429
"2756",2005,33,67215,38348.6,1856.44,0,2195.37,40205.04,41260.96
"2757",2005,33,67231,2046.35,29.81,0,0,2076.16,2124.20285714286
"2758",2005,33,67249,7213.49,249.27,0,22.51,7462.76,7632.47142857143
"2759",2005,33,73676,15162.8,459.45,0,300.53,15622.25,16244.1628571429
"2760",2005,33,75176,19003.12,528.3,0,138.6,19531.42,19870.2842857143
"2761",2005,33,75192,24973.2,671.12,0,49.33,25644.32,26064.5328571429
"2762",2005,33,75200,18838.7,469.89,0,110.63,19308.59,19476.8885714286
"2763",2005,33,75242,15923.01,498.13,0,0,16421.14,17190.5742857143
"2764",2005,34,10348,0,0,0,0,0,NA
"2765",2005,34,67280,509.28,28.35,0,0,537.63,549.347142857143
"2766",2005,34,67306,1703.35,53.49,0,0,1756.84,1785.55142857143
"2767",2005,34,67314,55896.97,1105.91,0,1093.85,57002.88,58532.22
"2768",2005,34,67322,303.54,10.54,0,0,314.08,318.28
"2769",2005,34,67330,16738.66,712.22,0,367,17450.88,17865.6128571429
"2770",2005,34,67348,4045.7,150.71,0,0,4196.41,4281.45142857143
"2771",2005,34,67355,2041.6,25.63,0,102.07,2067.23,2180.94428571429
"2772",2005,34,67363,10754.8,612.22,0,2296.48,11367.02,11901.0114285714
"2773",2005,34,67397,4478.16,175.89,0,0,4654.05,4768.51571428571
"2774",2005,34,67405,9431.55,216.64,0,0,9648.19,9767.03
"2775",2005,34,67413,2172.97,7.22,0,12.69,2180.19,2227.11714285714
"2776",2005,34,67421,1899.19,82.34,0,0,1981.53,2013.34571428571
"2777",2005,34,67439,40761.97,2150.44,0,5703.03,42912.41,45198.2685714286
"2778",2005,34,67447,39625.17,2198.88,0,2533.05,41824.05,44884.63
"2779",2005,34,73973,5208.67,198.28,0,40.34,5406.95,5496.66142857143
"2780",2005,34,75283,8241.07,243.95,0,22.02,8485.02,8629.43857142857
"2781",2005,35,10355,0,0,0,0,0,NA
"2782",2005,35,67454,27.26,0,0,0,27.26,27.26
"2783",2005,35,67462,31.88,0,0,0,31.88,31.88
"2784",2005,35,67470,5555.12,185.86,0,0,5740.98,5875.48571428571
"2785",2005,35,67488,17.26,0,0,0,17.26,17.26
"2786",2005,35,67504,526.58,0,0,0,526.58,529.907142857143
"2787",2005,35,67520,4.12,0,0,0,4.12,4.12
"2788",2005,35,67538,2696.65,95.54,0,26.37,2792.19,3006.02
"2789",2005,35,67553,230.48,0,0,0,230.48,241.067142857143
"2790",2005,35,67561,126.63,0,0,0,126.63,126.63
"2791",2005,35,67579,32.09,0,0,0,32.09,32.09
"2792",2005,35,75259,1209.21,0,0,30.98,1209.21,1218.96857142857
"2793",2005,36,10363,0,0,0,0,0,NA
"2794",2005,36,40048,0,0,0,0,0,NA
"2795",2005,36,40055,0,0,0,0,0,NA
"2796",2005,36,67587,7282.22,267.34,0,0,7549.56,7632.86285714286
"2797",2005,36,67595,6677.37,139.75,0,0,6817.12,6910.00571428571
"2798",2005,36,67611,6306.62,309.9,0,30.62,6616.52,6765.23285714286
"2799",2005,36,67637,2905.79,68.98,0,26.21,2974.77,3060.96
"2800",2005,36,67645,4688.64,117.36,0,0,4806,4875.42285714286
"2801",2005,36,67652,21935.75,1050.3,1386.48,1476.73,22986.05,23738.88
"2802",2005,36,67678,31472.66,727.24,347.51,577.06,32199.9,32815.6542857143
"2803",2005,36,67686,22405.73,523.84,469.68,129.2,22929.57,23565.2428571429
"2804",2005,36,67694,2600.13,49.13,0,0,2649.26,2697.34428571429
"2805",2005,36,67702,11595.05,120.6,0,0,11715.65,11881.4471428571
"2806",2005,36,67710,37905.2,1359,0,613.04,39264.2,40491.8542857143
"2807",2005,36,67736,620.38,7.03,0,0,627.41,640.484285714286
"2808",2005,36,67777,8398.56,457.86,0,0,8856.42,9039.09714285714
"2809",2005,36,67785,3087.37,51.43,0,0,3138.8,3184.79285714286
"2810",2005,36,67793,80.89,0,0,0,80.89,80.89
"2811",2005,36,67801,990.14,31.41,0,3.31,1021.55,1037.19857142857
"2812",2005,36,67819,23092.89,820.48,0,0,23913.37,24972.2785714286
"2813",2005,36,67827,105.83,0,0,0,105.83,110.621428571429
"2814",2005,36,67843,19397.02,593.12,765.06,588.06,19990.14,20496.2714285714
"2815",2005,36,67850,27204.73,717.07,0,189.05,27921.8,28490.2471428571
"2816",2005,36,67868,4965.5,163.78,0,15.08,5129.28,5228.53428571429
"2817",2005,36,67876,50890.37,1909.29,0,2822.73,52799.66,53891.4442857143
"2818",2005,36,67892,321.6,0,0,0,321.6,327.794285714286
"2819",2005,36,67918,10761.53,130.39,0,0,10891.92,11014.0614285714
"2820",2005,36,67934,8021.88,484.11,0,43.56,8505.99,9267.29428571429
"2821",2005,36,67959,9030.08,363.02,639.08,284.2,9393.1,9601.07285714286
"2822",2005,36,73858,182.71,0,0,8.26,182.71,185.525714285714
"2823",2005,36,73890,2304.81,67.53,0,9.61,2372.34,2406.09714285714
"2824",2005,36,73957,7807.77,119.19,0,0,7926.96,8125.01142857143
"2825",2005,36,75044,17995.85,472.18,0,47.95,18468.03,18901.8871428571
"2826",2005,36,75051,919.24,27.67,0,22.06,946.91,963.501428571429
"2827",2005,36,75069,11446.37,283.43,166.13,96.58,11729.8,11935.7114285714
"2828",2005,36,75077,13174.16,673.2,0,65.22,13847.36,14203.4857142857
"2829",2005,37,10371,0,0,0,0,0,NA
"2830",2005,37,67967,2193.79,34.38,0,0,2228.17,2254.43285714286
"2831",2005,37,67975,1558.04,24.73,0,0,1582.77,1628.03
"2832",2005,37,67983,437.13,27.97,0,0,465.1,500.431428571429
"2833",2005,37,67991,15080.64,822.37,0,0,15903.01,16155.2314285714
"2834",2005,37,68007,681.78,8.85,0,0,690.63,718.865714285714
"2835",2005,37,68023,20365.84,738.74,0,0,21104.58,21263.09
"2836",2005,37,68031,2725.74,82.23,0,50.03,2807.97,2844.71857142857
"2837",2005,37,68049,188.34,0,0,0,188.34,192.475714285714
"2838",2005,37,68056,3570.26,40.43,0,0,3610.69,3619.1
"2839",2005,37,68080,5229.18,54.21,0,0,5283.39,5524.57857142857
"2840",2005,37,68098,17472.79,429.27,0,0,17902.06,18427.01
"2841",2005,37,68106,7028.63,223.07,0,818.58,7251.7,7846.52571428571
"2842",2005,37,68114,5409.11,133.47,0,0,5542.58,5617.38714285714
"2843",2005,37,68122,2660.03,104.48,0,0,2764.51,2897.95
"2844",2005,37,68130,18784.94,1726.36,0,4030.97,20511.3,22030.3442857143
"2845",2005,37,68155,1007.06,46.66,0,0,1053.72,1067.61857142857
"2846",2005,37,68163,377.09,10.27,0,0,387.36,391.714285714286
"2847",2005,37,68171,213.71,1.15,0,0.9,214.86,219.624285714286
"2848",2005,37,68189,3698.29,207.97,0,0,3906.26,3982.99142857143
"2849",2005,37,68197,12685.81,457.33,0,0,13143.14,13309.3185714286
"2850",2005,37,68205,3838.49,141.95,0,0,3980.44,4098.51
"2851",2005,37,68213,1522.77,49.45,0,2.73,1572.22,1622.77
"2852",2005,37,68221,5583.24,192.42,0,0,5775.66,5920.41857142857
"2853",2005,37,68296,30754.53,796.11,0,223.89,31550.64,32092.81
"2854",2005,37,68304,6298.31,255.44,0,30.15,6553.75,6710.92571428571
"2855",2005,37,68312,780.19,15.65,0,0,795.84,795.84
"2856",2005,37,68338,107038.4,4732.03,0,433.41,111770.43,114825.955714286
"2857",2005,37,68346,11373.73,359.38,0,287.9,11733.11,12024.01
"2858",2005,37,68353,566.23,0,0,0,566.23,568.51
"2859",2005,37,68361,6069.46,233.53,0,0,6302.99,6318.56571428571
"2860",2005,37,68379,4622.04,194.16,0,0,4816.2,4890.00714285714
"2861",2005,37,68387,2554.14,78.69,0,0,2632.83,2683.14
"2862",2005,37,68395,7844.72,253.08,0,0,8097.8,8199.18571428572
"2863",2005,37,68403,25.83,0,0,0,25.83,25.8328571428571
"2864",2005,37,68411,36646.15,1787.2,0,5760.67,38433.35,40157.8614285714
"2865",2005,37,68437,239.46,0,0,0,239.46,250.457142857143
"2866",2005,37,68452,21701.71,1019.59,0,668.21,22721.3,23313.4757142857
"2867",2005,37,73551,9763.6,227.75,0,5.6,9991.35,10177.8628571429
"2868",2005,37,73569,18560.71,679.44,0,54.04,19240.15,19603.3528571429
"2869",2005,37,73791,14830.44,478.07,0,48.1,15308.51,15663.2314285714
"2870",2005,37,75416,231.23,0,0,0,231.23,236.555714285714
"2871",2005,37,75614,4178.53,154.2,0,48.7,4332.73,4427.05857142857
"2872",2005,38,10389,0,0,0,0,0,NA
"2873",2005,38,68478,49033.79,246.52,0,0,49280.31,50232.7871428571
"2874",2005,39,10397,0,0,0,0,0,NA
"2875",2005,39,40386,0,0,0,0,0,NA
"2876",2005,39,68486,283.74,0,0,0,283.74,283.74
"2877",2005,39,68502,2997.78,78.29,0,15.03,3076.07,3122.66857142857
"2878",2005,39,68536,118.95,0,0,0,118.95,134.627142857143
"2879",2005,39,68544,2189.93,27.67,0,0,2217.6,2268.84
"2880",2005,39,68551,771.18,0,0,0,771.18,782.504285714286
"2881",2005,39,68569,7885.78,170.93,0,0,8056.71,8230.29571428571
"2882",2005,39,68577,2341.95,63.07,0,8.57,2405.02,2516.68857142857
"2883",2005,39,68585,26506.06,967.95,0,465.68,27474.01,28118.0328571429
"2884",2005,39,68593,21802.53,610.96,0,823.54,22413.49,22883.88
"2885",2005,39,68619,209.34,0,0,0,209.34,209.34
"2886",2005,39,68627,217.08,0.36,0,0,217.44,219.051428571429
"2887",2005,39,68635,325.85,0,0,0,325.85,328.94
"2888",2005,39,68650,2779.1,40.66,0,17.17,2819.76,2864.71714285714
"2889",2005,39,68676,33819.74,1210.14,0,1531.6,35029.88,35900.8685714286
"2890",2005,39,75499,15062.08,391.75,0,463.14,15453.83,15769.01
"2891",2005,40,10405,0,0,0,0,0,NA
"2892",2005,40,40618,0,0,0,0,0,NA
"2893",2005,40,40774,0,0,0,0,0,NA
"2894",2005,40,68700,4738.03,52.13,121.1,33.64,4790.16,4890.24428571429
"2895",2005,40,68726,184.82,0,0,0,184.82,190.247142857143
"2896",2005,40,68759,10004.32,225.22,241.96,148.9,10229.54,10439.15
"2897",2005,40,68791,139.41,0,0,0,139.41,141.878571428571
"2898",2005,40,68809,6784.62,80.68,157.22,735.74,6865.3,7015.23714285714
"2899",2005,40,68825,450.32,0,0,0,450.32,456.284285714286
"2900",2005,40,68833,350.91,0.89,12.92,0,351.8,358.3
"2901",2005,40,68841,2465.98,0,64.12,39.12,2465.98,2497.58142857143
"2902",2005,40,75457,6242.99,122.61,132.37,32.6,6365.6,6517.7
"2903",2005,40,75465,838.46,0,29.68,5.91,838.46,852.221428571429
"2904",2005,41,10413,0,0,0,0,0,NA
"2905",2005,41,68858,396.41,0,0,0,396.41,401.492857142857
"2906",2005,41,68866,2263.45,19.18,0,0,2282.63,2304.20142857143
"2907",2005,41,68874,566.53,4.23,0,0,570.76,575.157142857143
"2908",2005,41,68882,2254.35,21.8,0,0,2276.15,2296.36571428571
"2909",2005,41,68890,3264.9,61.2,0,37.87,3326.1,3493.61142857143
"2910",2005,41,68908,1363.61,7.79,0,0,1371.4,1383.34857142857
"2911",2005,41,68916,5710.86,173.49,0,0,5884.35,5979.95571428571
"2912",2005,41,68924,4805.59,127.04,0,812.89,4932.63,5202.49571428571
"2913",2005,41,68932,2964.69,30.12,0,0,2994.81,3017.51571428571
"2914",2005,41,68940,386.76,0,0,0,386.76,390.937142857143
"2915",2005,41,68957,936.97,1,0,0,937.97,1022.58571428571
"2916",2005,41,68965,1896.26,19.58,0,0,1915.84,2087.19428571429
"2917",2005,41,68973,2050.45,0.88,0,0,2051.33,2087.36428571429
"2918",2005,41,68981,609.64,0,0,0,609.64,646.63
"2919",2005,41,68999,2822.01,6.49,0,0,2828.5,2932.03714285714
"2920",2005,41,69005,7445.46,183.33,0,0,7628.79,7761.55714285714
"2921",2005,41,69013,2501.7,39.05,0,0,2540.75,2603.35571428571
"2922",2005,41,69021,2293.27,42.71,0,0,2335.98,2360.46714285714
"2923",2005,41,69039,9269.97,287.38,0,0,9557.35,9703.34428571428
"2924",2005,41,69047,7702.58,392.48,0,2274.38,8095.06,8328.54571428571
"2925",2005,41,69062,6953.76,207.28,0,1058.26,7161.04,7582.84
"2926",2005,41,69070,8575.27,326.86,0,653.95,8902.13,9059.67
"2927",2005,41,69088,388.62,0,0,0,388.62,410.58
"2928",2005,42,10421,0,0,0,0,0,NA
"2929",2005,42,40378,0,0,0,0,0,NA
"2930",2005,42,69104,109.71,0,0,0,109.71,109.71
"2931",2005,42,69112,71.89,0,0,0,71.89,85.4357142857143
"2932",2005,42,69120,12033.51,199.9,0,0,12233.41,12589.6742857143
"2933",2005,42,69138,637.33,57.11,0,0,694.44,706.027142857143
"2934",2005,42,69146,2530.2,46.87,0,0,2577.07,2693.19
"2935",2005,42,69153,21.48,0,0,0,21.48,21.48
"2936",2005,42,69161,184.63,0,0,0,184.63,186.501428571429
"2937",2005,42,69179,255.39,0,0,0,255.39,274.065714285714
"2938",2005,42,69195,3392.92,87.96,0,0,3480.88,3533.06714285714
"2939",2005,42,69203,1038.65,27.33,0,0,1065.98,1095.87428571429
"2940",2005,42,69211,1340.84,0,0,0,1340.84,1354.42
"2941",2005,42,69229,10062.58,213.13,0,199.09,10275.71,10529.8571428571
"2942",2005,42,69237,223.8,0,0,0,223.8,234.924285714286
"2943",2005,42,69245,256.53,0,0,0,256.53,261.735714285714
"2944",2005,42,69252,416.12,0,0,0,416.12,416.12
"2945",2005,42,69260,4474.15,81.99,0,0,4556.14,4633.74714285714
"2946",2005,42,69310,6473.66,269.51,0,257.12,6743.17,6990.32714285714
"2947",2005,42,69328,1091.51,0,0,0,1091.51,1129.18142857143
"2948",2005,42,69336,566.58,0,0,0,566.58,570.907142857143
"2949",2005,42,69344,57.03,0,0,0,57.03,80.53
"2950",2005,42,75010,328.2,0,0,0,328.2,330.815714285714
"2951",2005,42,76406,0,0,0,0,0,14478.8614285714
"2952",2005,43,10439,0,0,0,0,0,NA
"2953",2005,43,40360,0,0,0,0,0,NA
"2954",2005,43,40899,0,0,0,0,0,NA
"2955",2005,43,40949,0,0,0,0,0,NA
"2956",2005,43,41004,0,0,0,0,0,NA
"2957",2005,43,69369,12267.17,488.47,0,0,12755.64,13016.5942857143
"2958",2005,43,69377,7968.71,180.21,0,0,8148.92,8322.27285714286
"2959",2005,43,69385,2891.49,35.5,0,0,2926.99,3011.74857142857
"2960",2005,43,69393,6838.68,175.72,0,0,7014.4,7123.44571428571
"2961",2005,43,69401,6503.92,741.47,643.47,1091.91,7245.39,7453.25571428571
"2962",2005,43,69419,15978.33,319.33,0,0,16297.66,16449.2542857143
"2963",2005,43,69427,21956.26,1119.29,1001.4,2731.17,23075.55,24503.8914285714
"2964",2005,43,69435,12787.2,210.86,0,0,12998.06,13257.0057142857
"2965",2005,43,69450,9114.24,185.4,0,0,9299.64,9421.01428571429
"2966",2005,43,69468,9230.38,338.2,0,1004.24,9568.58,9918.53142857143
"2967",2005,43,69484,8972.59,171.46,0,84.46,9144.05,9543.91571428571
"2968",2005,43,69492,76.3,0,0,0,76.3,77.36
"2969",2005,43,69500,462.28,0,0,0,462.28,462.28
"2970",2005,43,69518,3894.99,50.89,0,0,3945.88,4016.10571428571
"2971",2005,43,69526,2502.44,39.17,0,0,2541.61,2547.27857142857
"2972",2005,43,69534,2909.85,69.47,86.12,161.12,2979.32,3045.98571428571
"2973",2005,43,69542,488.3,0,0,0,488.3,514.522857142857
"2974",2005,43,69567,33.96,0,0,0,33.96,33.96
"2975",2005,43,69575,3914.05,125.29,0,0,4039.34,4084.62571428571
"2976",2005,43,69583,8141.87,207.52,0,187.18,8349.39,8499.72857142857
"2977",2005,43,69591,4030.54,131,0,0,4161.54,4221.65571428571
"2978",2005,43,69609,3321.72,153.61,0,1453.94,3475.33,3571.69285714286
"2979",2005,43,69617,2742.81,116.58,0,0,2859.39,2895.88428571429
"2980",2005,43,69625,11090.6,261.75,0,0,11352.35,11540.5885714286
"2981",2005,43,69633,728.45,18.28,0,0,746.73,787.482857142857
"2982",2005,43,69641,9604.84,253.68,0,705.11,9858.52,10431.1514285714
"2983",2005,43,69666,28394.32,835.27,727.14,2100.55,29229.59,29854.0071428571
"2984",2005,43,69674,12953.88,403.22,360.98,1848.46,13357.1,13731.8114285714
"2985",2005,43,69682,2307.42,30.92,0,0,2338.34,2342.15857142857
"2986",2005,43,69690,5560.92,224.47,0,0,5785.39,5904.19857142857
"2987",2005,43,69708,4178.84,93.58,0,0,4272.42,4304.53285714286
"2988",2005,43,73387,9241.93,172.45,1281.12,2298.36,9414.38,9697.67428571429
"2989",2005,43,75689,0,0,0,0,0,NA
"2990",2005,44,10447,0,0,0,0,0,NA
"2991",2005,44,40261,0,0,0,0,0,6711.74857142857
"2992",2005,44,40832,0,0,0,0,0,NA
