"","Fiscalyear","Ccode","Dcode","RegularADA","SpecialEdADA","ROCPADA","AdultEdADA","K12ADA","K12ADA_C"
"8838",2011,11,62554,196.7,0,NA,NA,196.7,196.7
"8839",2011,11,62596,153.05,0,NA,NA,153.05,153.05
"8840",2011,11,62638,136.07,0,NA,NA,136.07,136.07
"8841",2011,11,62646,198.2,0,NA,NA,198.2,198.2
"8842",2011,11,62653,101.64,0,NA,NA,101.64,101.64
"8843",2011,11,62661,1315.08,110.23,NA,NA,1425.31,1425.31
"8844",2011,11,75481,2046.94,37.86,NA,NA,2084.8,2084.8
"8845",2011,11,76562,726.17,0,NA,NA,726.17,726.17
"8846",2011,12,10124,0,0,NA,NA,0,NA
"8847",2011,12,62679,455.91,27.15,NA,NA,483.06,483.06
"8848",2011,12,62687,1317.21,68.41,NA,NA,1385.62,1385.62
"8849",2011,12,62695,53.64,0,NA,NA,53.64,53.64
"8850",2011,12,62703,121.84,10.4,NA,NA,132.24,132.24
"8851",2011,12,62729,37.71,0,NA,NA,37.71,37.71
"8852",2011,12,62737,123.83,0,NA,NA,123.83,123.83
"8853",2011,12,62745,530.99,0,NA,NA,530.99,530.99
"8854",2011,12,62794,123.67,0,NA,NA,123.67,123.67
"8855",2011,12,62802,598.39,16.3,NA,NA,614.69,614.69
"8856",2011,12,62810,1059.86,15.41,NA,NA,1075.27,1075.27
"8857",2011,12,62828,263.73,0,NA,NA,263.73,263.73
"8858",2011,12,62836,59.23,0,NA,NA,59.23,59.23
"8859",2011,12,62851,7.43,0,NA,NA,7.43,7.43
"8860",2011,12,62885,151.3,0,NA,NA,151.3,151.3
"8861",2011,12,62893,0,0,NA,NA,0,428.43
"8862",2011,12,62901,911.83,42.07,NA,NA,953.9,953.9
"8863",2011,12,62919,30.42,0,NA,NA,30.42,30.42
"8864",2011,12,62927,88.78,0,NA,NA,88.78,88.78
"8865",2011,12,62935,13.91,0,NA,NA,13.91,13.91
"8866",2011,12,62950,1028.59,46.68,NA,NA,1075.27,1075.27
"8867",2011,12,62968,15.7,0,NA,NA,15.7,15.7
"8868",2011,12,62976,459.15,0,NA,NA,459.15,459.15
"8869",2011,12,62984,33.87,0,NA,NA,33.87,33.87
"8870",2011,12,63008,293.04,12.38,NA,NA,305.42,305.42
"8871",2011,12,63016,533.45,5.23,NA,NA,538.68,538.68
"8872",2011,12,63024,222.29,0,NA,NA,222.29,222.29
"8873",2011,12,63032,397.31,13.73,NA,NA,411.04,411.04
"8874",2011,12,63040,689.53,12.7,NA,NA,702.23,702.23
"8875",2011,12,63057,173.73,0,NA,NA,173.73,173.73
"8876",2011,12,75374,463.06,0,NA,NA,463.06,463.06
"8877",2011,12,75382,59.45,0,NA,NA,59.45,59.45
"8878",2011,12,75515,3447.19,100.88,NA,NA,3548.07,3548.07
"8879",2011,13,10132,0,0,NA,NA,0,NA
"8880",2011,13,40212,0,0,NA,NA,0,NA
"8881",2011,13,63073,3478.46,109.33,NA,NA,3587.79,3587.79
"8882",2011,13,63081,1654.95,21.12,NA,NA,1676.07,1676.07
"8883",2011,13,63099,8521.94,218.33,NA,NA,8740.27,8740.27
"8884",2011,13,63107,1142.82,0,NA,NA,1142.82,1142.82
"8885",2011,13,63115,3767.19,55.5,NA,NA,3822.69,3822.69
"8886",2011,13,63123,4789.3,163.61,NA,NA,4952.91,4969.41
"8887",2011,13,63131,1077.65,24.74,NA,NA,1102.39,1102.39
"8888",2011,13,63149,1517.32,36.98,NA,NA,1554.3,1554.3
"8889",2011,13,63164,3484.06,65.09,NA,NA,3549.15,3549.15
"8890",2011,13,63172,126.83,0,NA,NA,126.83,126.83
"8891",2011,13,63180,1189.19,8.16,NA,NA,1197.35,1197.35
"8892",2011,13,63198,444.78,17.38,NA,NA,462.16,462.16
"8893",2011,13,63206,84.57,0,NA,NA,84.57,84.57
"8894",2011,13,63214,689.84,20.07,NA,NA,709.91,709.91
"8895",2011,13,63222,372.05,0,NA,NA,372.05,372.05
"8896",2011,13,63230,357.37,0,NA,NA,357.37,357.37
"8897",2011,14,10140,0,0,NA,NA,0,NA
"8898",2011,14,63248,175.58,0,NA,NA,175.58,179.02
"8899",2011,14,63271,55.3,0,NA,NA,55.3,55.3
"8900",2011,14,63289,347.59,7.87,NA,NA,355.46,355.46
"8901",2011,14,63297,68,1.49,NA,NA,69.49,69.49
"8902",2011,14,63305,71.92,0,NA,NA,71.92,136.66
"8903",2011,14,76687,1813.32,27.92,NA,NA,1841.24,1841.24
"8904",2011,15,10157,0,0,NA,NA,0,NA
"8905",2011,15,40113,0,0,NA,NA,0,NA
"8906",2011,15,40121,0,0,NA,NA,0,NA
"8907",2011,15,63313,2961.07,84.09,NA,NA,3045.16,3045.16
"8908",2011,15,63321,25926.52,800.38,NA,NA,26726.9,26726.9
"8909",2011,15,63339,1563.78,39.87,NA,NA,1603.65,1603.65
"8910",2011,15,63347,30.83,0,NA,NA,30.83,30.83
"8911",2011,15,63354,4.85,0,NA,NA,4.85,4.85
"8912",2011,15,63362,15685.56,443.44,NA,NA,16129,16129
"8913",2011,15,63370,332.34,12.89,NA,NA,345.23,345.23
"8914",2011,15,63388,63.03,0.08,NA,NA,63.11,63.11
"8915",2011,15,63404,5347.26,36.41,NA,NA,5383.67,5383.67
"8916",2011,15,63412,4020.3,89.63,NA,NA,4109.93,4109.93
"8917",2011,15,63420,208.97,0,NA,NA,208.97,208.97
"8918",2011,15,63438,1063.24,20.07,NA,NA,1083.31,1083.31
"8919",2011,15,63446,190.87,1.28,NA,NA,192.15,192.15
"8920",2011,15,63461,2149.49,61.19,NA,NA,2210.68,2210.68
"8921",2011,15,63479,3079.5,105.92,NA,NA,3185.42,3185.42
"8922",2011,15,63487,147.7,0,NA,NA,147.7,147.7
"8923",2011,15,63503,8326.41,186.88,NA,NA,8513.29,8513.29
"8924",2011,15,63529,32593.54,1524.16,NA,NA,34117.7,34117.7
"8925",2011,15,63545,719.34,15.78,NA,NA,735.12,735.12
"8926",2011,15,63552,1233.32,0,NA,NA,1233.32,1233.32
"8927",2011,15,63560,2585.83,93.02,NA,NA,2678.85,2678.85
"8928",2011,15,63578,3051.24,90.14,NA,NA,3141.38,3141.38
"8929",2011,15,63586,23.96,0,NA,NA,23.96,23.96
"8930",2011,15,63594,569.44,3.96,NA,NA,573.4,573.4
"8931",2011,15,63610,266.24,1.17,NA,NA,267.41,267.41
"8932",2011,15,63628,252.03,0,NA,NA,252.03,252.03
"8933",2011,15,63651,70.24,0,NA,NA,70.24,130.65
"8934",2011,15,63669,78.1,0,NA,NA,78.1,78.1
"8935",2011,15,63677,2337.81,137.2,NA,NA,2475.01,2475.01
"8936",2011,15,63685,1980.67,24.06,NA,NA,2004.73,2004.73
"8937",2011,15,63693,3597.94,45.42,NA,NA,3643.36,3643.36
"8938",2011,15,63719,222.22,0,NA,NA,222.22,222.22
"8939",2011,15,63750,5109.89,74.52,NA,NA,5184.41,5184.41
"8940",2011,15,63768,242.91,0,NA,NA,242.91,242.91
"8941",2011,15,63776,2747.51,125.82,NA,NA,2873.33,2873.33
"8942",2011,15,63784,263.72,0.11,NA,NA,263.83,263.83
"8943",2011,15,63792,2670.24,85.68,NA,NA,2755.92,2755.92
"8944",2011,15,63800,1916.31,59.85,NA,NA,1976.16,1976.16
"8945",2011,15,63818,925.34,39.13,NA,NA,964.47,964.47
"8946",2011,15,63826,4025.55,176.48,NA,NA,4202.03,4202.03
"8947",2011,15,63834,755.16,7.18,NA,NA,762.34,762.34
"8948",2011,15,63842,3154.54,44.48,NA,NA,3199.02,3199.02
"8949",2011,15,63859,1598.34,24.58,NA,NA,1622.92,1622.92
"8950",2011,15,73544,936.52,14.65,NA,NA,951.17,951.17
"8951",2011,15,73742,4571.07,209.53,NA,NA,4780.6,4780.6
"8952",2011,15,73908,3092.87,27.07,NA,NA,3119.94,3119.94
"8953",2011,15,75168,835.18,22.48,NA,NA,857.66,857.66
"8954",2011,16,10165,0,0,NA,NA,0,NA
"8955",2011,16,63875,920.29,26.25,NA,NA,946.54,946.54
"8956",2011,16,63883,1751.2,24.25,NA,NA,1775.45,1775.45
"8957",2011,16,63891,2940.2,87.1,NA,NA,3027.3,3027.3
"8958",2011,16,63917,5366.46,91.41,NA,NA,5457.87,5457.87
"8959",2011,16,63925,3505.08,49.08,NA,NA,3554.16,3554.16
"8960",2011,16,63933,0,0,NA,NA,0,296.38
"8961",2011,16,63941,0,0,NA,NA,0,691.69
"8962",2011,16,63958,402.13,0,NA,NA,402.13,402.13
"8963",2011,16,63966,299.78,0,NA,NA,299.78,299.78
"8964",2011,16,63974,2814.39,65.27,NA,NA,2879.66,2879.66
"8965",2011,16,63982,1848.49,22.55,NA,NA,1871.04,1871.04
"8966",2011,16,63990,0,0,NA,NA,0,1513.85
"8967",2011,16,73932,2421.19,28.85,NA,NA,2450.04,2450.04
"8968",2011,16,76364,0,0,NA,NA,0,NA
"8969",2011,17,10173,0,0,NA,NA,0,NA
"8970",2011,17,64014,1542.43,74.63,NA,NA,1617.06,1617.06
"8971",2011,17,64022,2758.17,53.68,NA,NA,2811.85,2811.85
"8972",2011,17,64030,1437.35,38.2,NA,NA,1475.55,1475.55
"8973",2011,17,64048,202.07,0,NA,NA,202.07,202.07
"8974",2011,17,64055,1523.58,31.74,NA,NA,1555.32,1555.32
"8975",2011,17,64063,480.16,3.07,NA,NA,483.23,483.23
"8976",2011,17,64071,302.85,0,NA,NA,302.85,302.85
"8977",2011,18,10181,0,0,NA,NA,0,NA
"8978",2011,18,64089,201.35,0,NA,NA,201.35,201.35
"8979",2011,18,64105,341.93,0,NA,NA,341.93,341.93
"8980",2011,18,64113,192.72,0,NA,NA,192.72,192.72
"8981",2011,18,64139,827.19,15.92,NA,NA,843.11,843.11
"8982",2011,18,64162,9.32,0,NA,NA,9.32,9.32
"8983",2011,18,64170,216.67,0,NA,NA,216.67,216.67
"8984",2011,18,64188,203.79,0,NA,NA,203.79,203.79
"8985",2011,18,64196,962.41,0,NA,NA,962.41,962.41
"8986",2011,18,64204,210.29,0,NA,NA,210.29,210.29
"8987",2011,18,75036,181.66,0,NA,NA,181.66,181.66
"8988",2011,19,10199,0,0,NA,NA,0,NA
"8989",2011,19,40139,0,0,NA,NA,0,NA
"8990",2011,19,40147,0,0,NA,NA,0,NA
"8991",2011,19,40154,0,0,NA,NA,0,NA
"8992",2011,19,40162,0,0,NA,NA,0,NA
"8993",2011,19,40170,0,0,NA,NA,0,NA
"8994",2011,19,40188,0,0,NA,NA,0,NA
"8995",2011,19,40196,0,0,NA,NA,0,NA
"8996",2011,19,40683,0,0,NA,NA,0,NA
"8997",2011,19,40691,0,0,NA,NA,0,NA
"8998",2011,19,40709,0,0,NA,NA,0,NA
"8999",2011,19,64212,19380.31,670.75,NA,NA,20051.06,20051.06
"9000",2011,19,64246,19664.41,1662.18,NA,NA,21326.59,21326.59
"9001",2011,19,64261,9311.44,176.18,NA,NA,9487.62,9487.62
"9002",2011,19,64279,9423.51,345.15,NA,NA,9768.66,9768.66
"9003",2011,19,64287,14154.44,455.45,NA,NA,14609.89,14609.89
"9004",2011,19,64295,3983.89,142.23,NA,NA,4126.12,4126.12
"9005",2011,19,64303,12644.91,581.86,NA,NA,13226.77,13226.77
"9006",2011,19,64311,4274.79,130.68,NA,NA,4405.47,4405.47
"9007",2011,19,64329,9246.46,276.47,NA,NA,9522.93,9522.93
"9008",2011,19,64337,14341.69,525.29,NA,NA,14866.98,14866.98
"9009",2011,19,64345,2766.11,91.22,NA,NA,2857.33,2857.33
"9010",2011,19,64352,5319.3,643.57,NA,NA,5962.87,5962.87
"9011",2011,19,64378,5400.99,150.22,NA,NA,5551.21,5551.21
"9012",2011,19,64394,6533.44,211.94,NA,NA,6745.38,6745.38
"9013",2011,19,64436,12329.65,461.53,NA,NA,12791.18,12791.18
"9014",2011,19,64444,6381.69,191.84,NA,NA,6573.53,6573.53
"9015",2011,19,64451,20829.29,1165.51,NA,NA,21994.8,21994.8
"9016",2011,19,64469,3557.12,183.42,NA,NA,3740.54,3740.54
"9017",2011,19,64477,3156.77,108.66,NA,NA,3265.43,3265.43
"9018",2011,19,64485,8373.5,387.31,NA,NA,8760.81,8760.81
"9019",2011,19,64501,9025.19,166.41,NA,NA,9191.6,9191.6
"9020",2011,19,64519,9054.95,401.41,NA,NA,9456.36,9456.36
"9021",2011,19,64527,9077.35,448.4,NA,NA,9525.75,9525.75
"9022",2011,19,64535,3154.39,51.07,NA,NA,3205.46,3205.46
"9023",2011,19,64550,5065.9,166.86,NA,NA,5232.76,5232.76
"9024",2011,19,64568,24661.06,678.89,NA,NA,25339.95,25339.95
"9025",2011,19,64576,7012.85,219.91,NA,NA,7232.76,7232.76
"9026",2011,19,64584,92.62,0,NA,NA,92.62,92.62
"9027",2011,19,64592,7738.93,252.85,NA,NA,7991.78,7991.78
"9028",2011,19,64600,1285.42,4.74,NA,NA,1290.16,1290.16
"9029",2011,19,64626,324.81,0,NA,NA,324.81,324.81
"9030",2011,19,64634,10730.08,640.53,NA,NA,11370.61,11779.53
"9031",2011,19,64642,2572.86,7.45,NA,NA,2580.31,2580.31
"9032",2011,19,64659,3912.02,49.78,NA,NA,3961.8,3961.8
"9033",2011,19,64667,13093.78,537.09,NA,NA,13630.87,13630.87
"9034",2011,19,64683,10612.99,348.06,NA,NA,10961.05,10961.05
"9035",2011,19,64691,5432.79,155.84,NA,NA,5588.63,5588.63
"9036",2011,19,64709,4830.78,211.21,NA,NA,5041.99,5041.99
"9037",2011,19,64717,4433.32,152.9,NA,NA,4586.22,4586.22
"9038",2011,19,64725,75694.39,3190.12,NA,NA,78884.51,79506.87
"9039",2011,19,64733,504725.28,29230.52,NA,NA,533955.8,547487.52
"9040",2011,19,64758,1779.69,95.8,NA,NA,1875.49,1875.49
"9041",2011,19,64766,2990.33,95.24,NA,NA,3085.57,3085.57
"9042",2011,19,64774,14186.35,482.42,NA,NA,14668.77,14668.77
"9043",2011,19,64790,5533.14,199.59,NA,NA,5732.73,5732.73
"9044",2011,19,64808,29002.58,872.5,NA,NA,29875.08,29875.08
"9045",2011,19,64816,7372.26,165.79,NA,NA,7538.05,7538.05
"9046",2011,19,64832,6535.13,206.29,NA,NA,6741.42,6741.42
"9047",2011,19,64840,18385.15,747.54,NA,NA,19132.69,19132.69
"9048",2011,19,64857,18313.35,832.24,NA,NA,19145.59,19145.59
"9049",2011,19,64865,11255.08,256.7,NA,NA,11511.78,11511.78
"9050",2011,19,64873,14540.78,581.81,NA,NA,15122.59,15122.59
"9051",2011,19,64881,16704.91,930.07,NA,NA,17634.98,17634.98
"9052",2011,19,64907,25252.17,1152.99,NA,NA,26405.16,26405.16
"9053",2011,19,64931,2713.96,78.96,NA,NA,2792.92,2792.92
"9054",2011,19,64964,2998.35,67.01,NA,NA,3065.36,3065.36
"9055",2011,19,64980,10572.77,272.85,NA,NA,10845.62,10845.62
"9056",2011,19,64998,9774.01,255.79,NA,NA,10029.8,10029.8
"9057",2011,19,65029,4355.91,81.21,NA,NA,4437.12,4437.12
"9058",2011,19,65037,3229.77,98.03,NA,NA,3327.8,3327.8
"9059",2011,19,65045,5164.3,212.18,NA,NA,5376.48,5376.48
"9060",2011,19,65052,5439.54,164.22,NA,NA,5603.76,5603.76
"9061",2011,19,65060,22845.48,566.11,NA,NA,23411.59,23411.59
"9062",2011,19,65078,1132.01,5.47,NA,NA,1137.48,1137.48
"9063",2011,19,65094,8729.48,166.73,NA,NA,8896.21,8896.21
"9064",2011,19,65102,7869.11,341.14,NA,NA,8210.25,8210.25
"9065",2011,19,65110,5875.58,271.51,NA,NA,6147.09,6147.09
"9066",2011,19,65128,12187.49,660.79,NA,NA,12848.28,12848.28
"9067",2011,19,65136,20392.85,1439.45,NA,NA,21832.3,21832.3
"9068",2011,19,65151,1264.3,55.2,NA,NA,1319.5,1319.5
"9069",2011,19,65169,2426.84,48.56,NA,NA,2475.4,2475.4
"9070",2011,19,73437,22351.88,899.12,NA,NA,23251,23251
"9071",2011,19,73445,19370.77,670.97,NA,NA,20041.74,20041.74
"9072",2011,19,73452,14547.42,488.28,NA,NA,15035.7,15035.7
"9073",2011,19,73460,14196.88,168.25,NA,NA,14365.13,14365.13
"9074",2011,19,75291,5233.48,76.47,NA,NA,5309.95,5309.95
"9075",2011,19,75309,1362.94,42.86,NA,NA,1405.8,1405.8
"9076",2011,19,75333,6408.73,87.01,NA,NA,6495.74,6495.74
"9077",2011,19,75341,8100.99,230.87,NA,NA,8331.86,8331.86
"9078",2011,19,75663,0,0,NA,NA,0,NA
"9079",2011,19,75697,0,0,NA,NA,0,NA
"9080",2011,19,75713,17192.25,506.19,NA,NA,17698.44,17698.44
"9081",2011,19,76737,0,0,NA,NA,0,NA
"9082",2011,20,10207,0,0,NA,NA,0,NA
"9083",2011,20,65177,346.31,0,NA,NA,346.31,346.31
"9084",2011,20,65185,809.31,12.82,NA,NA,822.13,822.13
"9085",2011,20,65193,1919.59,36.28,NA,NA,1955.87,1955.87
"9086",2011,20,65201,900.38,23.06,NA,NA,923.44,923.44
"9087",2011,20,65243,17997.91,264.49,NA,NA,18262.4,18262.4
"9088",2011,20,65276,72.99,0,NA,NA,72.99,72.99
"9089",2011,20,75580,1863.98,42.65,NA,NA,1906.63,1906.63
"9090",2011,20,75606,846.42,17.97,NA,NA,864.39,864.39
"9091",2011,20,76414,1733.12,21.52,NA,NA,1754.64,1754.64
"9092",2011,21,10215,0,0,NA,NA,0,NA
"9093",2011,21,40873,0,0,NA,NA,0,NA
"9094",2011,21,65300,111.45,0,NA,NA,111.45,111.45
"9095",2011,21,65318,1701.31,42.73,NA,NA,1744.04,1744.04
"9096",2011,21,65334,1135.13,3.69,NA,NA,1138.82,1138.82
"9097",2011,21,65342,18.31,0,NA,NA,18.31,18.31
"9098",2011,21,65359,235.05,0,NA,NA,235.05,256.2
"9099",2011,21,65367,1322.67,1.02,NA,NA,1323.69,1323.69
"9100",2011,21,65375,8.94,0,NA,NA,8.94,8.94
"9101",2011,21,65391,2825.02,43.69,NA,NA,2868.71,2868.71
"9102",2011,21,65409,39.39,1.08,NA,NA,40.47,40.47
"9103",2011,21,65417,7266.14,178.56,NA,NA,7444.7,7444.7
"9104",2011,21,65425,1337.89,13.82,NA,NA,1351.71,1351.71
"9105",2011,21,65433,334.43,0,NA,NA,334.43,334.43
"9106",2011,21,65458,3991.08,51.34,NA,NA,4042.42,4042.42
"9107",2011,21,65466,1756.84,53.19,NA,NA,1810.03,1901.69
"9108",2011,21,65474,122.84,4.8,NA,NA,127.64,127.64
"9109",2011,21,65482,3547.62,94.76,NA,NA,3642.38,3642.38
"9110",2011,21,65516,7.79,0,NA,NA,7.79,7.79
"9111",2011,21,73361,526.72,22.62,NA,NA,549.34,549.34
"9112",2011,21,75002,2113.12,12.74,NA,NA,2125.86,2125.86
"9113",2011,22,10223,0,0,NA,NA,0,NA
"9114",2011,22,65532,1736.75,30.84,NA,NA,1767.59,1767.59
"9115",2011,23,10231,0,0,NA,NA,0,NA
"9116",2011,23,65540,522.92,1.87,NA,NA,524.79,524.79
"9117",2011,23,65565,1667.55,39.98,NA,NA,1707.53,1707.53
"9118",2011,23,65573,47.49,0,NA,NA,47.49,47.49
"9119",2011,23,65581,388.15,0,NA,NA,388.15,485.32
"9120",2011,23,65607,291.07,8.05,NA,NA,299.12,299.12
"9121",2011,23,65615,5110.38,152.57,NA,NA,5262.95,5262.95
"9122",2011,23,65623,1520,50.6,NA,NA,1570.6,1570.6
"9123",2011,23,73866,243.16,0,NA,NA,243.16,243.16
"9124",2011,23,73916,372.83,0,NA,NA,372.83,372.83
"9125",2011,23,75218,111.21,0,NA,NA,111.21,111.21
"9126",2011,23,76349,384.56,0.88,NA,NA,385.44,385.44
"9127",2011,24,10249,0,0,NA,NA,0,NA
"9128",2011,24,65631,4328.65,85.32,NA,NA,4413.97,4413.97
"9129",2011,24,65649,313.85,0,NA,NA,313.85,313.85
"9130",2011,24,65680,160.57,0,NA,NA,160.57,160.57
"9131",2011,24,65698,2144,34.49,NA,NA,2178.49,2178.49
"9132",2011,24,65722,400.38,0,NA,NA,400.38,400.38
"9133",2011,24,65730,482.07,16.8,NA,NA,498.87,498.87
"9134",2011,24,65748,2418.81,44.88,NA,NA,2463.69,2463.69
"9135",2011,24,65755,8839.02,140.93,NA,NA,8979.95,8979.95
"9136",2011,24,65763,831.07,0,NA,NA,831.07,831.07
"9137",2011,24,65771,9600.33,257.99,NA,NA,9858.32,9858.32
"9138",2011,24,65789,9406.27,264.12,NA,NA,9670.39,9670.39
"9139",2011,24,65813,130.07,0,NA,NA,130.07,130.07
"9140",2011,24,65821,713.35,19.25,NA,NA,732.6,732.6
"9141",2011,24,65839,103.51,0,NA,NA,103.51,103.51
"9142",2011,24,65862,2394.12,41.49,NA,NA,2435.61,2435.61
"9143",2011,24,65870,1725.46,47.57,NA,NA,1773.03,1773.03
"9144",2011,24,73619,1602.74,28.25,NA,NA,1630.99,1630.99
"9145",2011,24,73726,168.76,0,NA,NA,168.76,168.76
"9146",2011,24,75317,2170.59,56.25,NA,NA,2226.84,2226.84
"9147",2011,24,75366,2482.64,57.44,NA,NA,2540.08,2540.08
"9148",2011,24,76448,0,0,NA,NA,0,NA
"9149",2011,25,10256,0,0,NA,NA,0,NA
"9150",2011,25,65896,123.63,0,NA,NA,123.63,123.63
"9151",2011,25,73585,790.94,0,NA,NA,790.94,790.94
"9152",2011,25,73593,468.03,0,NA,NA,468.03,468.03
"9153",2011,26,10264,0,0,NA,NA,0,NA
"9154",2011,26,73668,423.1,6.75,NA,NA,429.85,429.85
"9155",2011,26,73692,1081.68,18.06,NA,NA,1099.74,1099.74
"9156",2011,27,10272,0,0,NA,NA,0,NA
"9157",2011,27,40105,0,0,NA,NA,0,NA
"9158",2011,27,65961,7858.38,134.93,NA,NA,7993.31,7993.31
"9159",2011,27,65979,69.92,0,NA,NA,69.92,69.92
"9160",2011,27,65987,2245.17,0,NA,NA,2245.17,2245.17
"9161",2011,27,65995,324.99,0,NA,NA,324.99,324.99
"9162",2011,27,66027,42.06,0,NA,NA,42.06,42.06
"9163",2011,27,66035,2844.31,21.51,NA,NA,2865.82,2865.82
"9164",2011,27,66050,2109.6,36.11,NA,NA,2145.71,2145.71
"9165",2011,27,66068,1696.58,59.27,NA,NA,1755.85,1755.85
"9166",2011,27,66076,97.47,0,NA,NA,97.47,97.47
"9167",2011,27,66084,120.69,0,NA,NA,120.69,120.69
"9168",2011,27,66092,9406.63,354,NA,NA,9760.63,9760.63
"9169",2011,27,66134,1818.26,45.17,NA,NA,1863.43,1863.43
"9170",2011,27,66142,7987.1,103.52,NA,NA,8090.62,8090.62
"9171",2011,27,66159,12411.46,293.64,NA,NA,12705.1,12705.1
"9172",2011,27,66167,163.93,0,NA,NA,163.93,163.93
"9173",2011,27,66175,99.34,0,NA,NA,99.34,99.34
"9174",2011,27,66183,66.12,0,NA,NA,66.12,66.12
"9175",2011,27,66191,2927.49,38.66,NA,NA,2966.15,2966.15
"9176",2011,27,66225,915.8,14.49,NA,NA,930.29,930.29
"9177",2011,27,66233,941.39,0,NA,NA,941.39,941.39
"9178",2011,27,73825,4073.3,45.08,NA,NA,4118.38,4118.38
"9179",2011,27,75150,11.47,0,NA,NA,11.47,11.47
"9180",2011,27,75440,4315.47,118.83,NA,NA,4434.3,4434.3
"9181",2011,27,75473,2156.58,66.45,NA,NA,2223.03,2223.03
"9182",2011,28,10280,0,0,NA,NA,0,NA
"9183",2011,28,66241,760.38,25.21,NA,NA,785.59,785.59
"9184",2011,28,66258,91.75,0,NA,NA,91.75,91.75
"9185",2011,28,66266,14499.18,485.92,NA,NA,14985.1,17084.13
"9186",2011,28,66282,61.83,0,NA,NA,61.83,61.83
"9187",2011,28,66290,1266.93,30.24,NA,NA,1297.17,1297.17
"9188",2011,29,10298,0,0,NA,NA,0,NA
"9189",2011,29,40444,0,0,NA,NA,0,NA
"9190",2011,29,66316,117.28,0,NA,NA,117.28,117.28
"9191",2011,29,66324,155.01,0,NA,NA,155.01,155.01
"9192",2011,29,66332,1187.33,30.96,NA,NA,1218.29,1218.29
"9193",2011,29,66340,712,15.18,NA,NA,727.18,867.04
"9194",2011,29,66357,3044.23,93.7,NA,NA,3137.93,3137.93
"9195",2011,29,66373,1401.63,25.95,NA,NA,1427.58,1427.58
"9196",2011,29,66381,467.33,0,NA,NA,467.33,467.33
"9197",2011,29,66399,193.21,0,NA,NA,193.21,193.21
"9198",2011,29,66407,612.83,0,NA,NA,612.83,612.83
"9199",2011,29,66415,96.65,0,NA,NA,96.65,96.65
"9200",2011,29,76745,0,0,NA,NA,0,NA
"9201",2011,30,10306,0,0,NA,NA,0,NA
"9202",2011,30,40063,0,0,NA,NA,0,NA
"9203",2011,30,40071,0,0,NA,NA,0,NA
"9204",2011,30,40089,0,0,NA,NA,0,NA
"9205",2011,30,40097,0,0,NA,NA,0,NA
"9206",2011,30,66423,18138.47,570.79,NA,NA,18709.26,18709.26
"9207",2011,30,66431,29394.94,1457.34,NA,NA,30852.28,30852.28
"9208",2011,30,66449,5620.13,136.82,NA,NA,5756.95,5756.95
"9209",2011,30,66456,4994.92,162.15,NA,NA,5157.07,5157.07
"9210",2011,30,66464,47547.89,1041.36,NA,NA,48589.25,48707.74
"9211",2011,30,66472,4136.17,180.51,NA,NA,4316.68,4316.68
"9212",2011,30,66480,3754.82,76.39,NA,NA,3831.21,3831.21
"9213",2011,30,66498,5993.35,176.23,NA,NA,6169.58,6169.58
"9214",2011,30,66506,12953.03,387.69,NA,NA,13340.72,13340.72
"9215",2011,30,66514,13524.02,506.56,NA,NA,14030.58,14030.58
"9216",2011,30,66522,44817.79,1777.41,NA,NA,46595.2,46595.2
"9217",2011,30,66530,6773.86,170.42,NA,NA,6944.28,6944.28
"9218",2011,30,66548,14993.31,743.57,NA,NA,15736.88,15736.88
"9219",2011,30,66555,2848.76,47.68,NA,NA,2896.44,2896.44
"9220",2011,30,66563,4925.52,163.36,NA,NA,5088.88,5088.88
"9221",2011,30,66589,5979.62,193.89,NA,NA,6173.51,6173.51
"9222",2011,30,66597,20247.57,713.56,NA,NA,20961.13,20961.13
"9223",2011,30,66613,8944.34,296.85,NA,NA,9241.19,9241.19
"9224",2011,30,66621,25782.8,1120.15,NA,NA,26902.95,28051.92
"9225",2011,30,66647,24130.46,832.49,NA,NA,24962.95,24962.95
"9226",2011,30,66670,49454.88,2153.34,NA,NA,51608.22,51608.22
"9227",2011,30,66696,2277.78,51.11,NA,NA,2328.89,2328.89
"9228",2011,30,66746,9083.82,348.8,NA,NA,9432.62,9432.62
"9229",2011,30,73635,27910.82,981.09,NA,NA,28891.91,29784.25
"9230",2011,30,73643,22203.23,633.21,NA,NA,22836.44,22836.44
"9231",2011,30,73650,26935.23,583.9,NA,NA,27519.13,27519.13
"9232",2011,30,73924,9266.49,186.74,NA,NA,9453.23,9453.23
"9233",2011,31,10314,0,0,NA,NA,0,NA
"9234",2011,31,40279,0,0,NA,NA,0,NA
"9235",2011,31,40659,0,0,NA,NA,0,NA
"9236",2011,31,66761,0,0,NA,NA,0,508.36
"9237",2011,31,66779,94.03,0,NA,NA,94.03,94.03
"9238",2011,31,66787,1288.19,24.93,NA,NA,1313.12,1313.12
"9239",2011,31,66795,334.24,0,NA,NA,334.24,334.24
"9240",2011,31,66803,6667.45,153.61,NA,NA,6821.06,6821.06
"9241",2011,31,66829,3232.36,43.72,NA,NA,3276.08,3276.08
"9242",2011,31,66837,387.58,0,NA,NA,387.58,387.58
"9243",2011,31,66845,2125.24,36.8,NA,NA,2162.04,2162.04
"9244",2011,31,66852,172.33,0,NA,NA,172.33,172.33
"9245",2011,31,66886,504.64,0,NA,NA,504.64,504.64
