"","year","x","y","Subject_Category","idx_error","Freq","Percent","CumFreq","CumPercent"
"2691","13","Teacher_Latino","PCT_AfrAm","Art, Music, Dance, Drama",FALSE,3507,84.6,3507,84.6
"2692","13","Teacher_Latino","PCT_AfrAm","Art, Music, Dance, Drama",TRUE,638,15.4,4145,100
"2693","13","Teacher_Latino","PCT_AfrAm","Career Technical Education/Vocational",FALSE,2277,96.9,2277,96.9
"2694","13","Teacher_Latino","PCT_AfrAm","Career Technical Education/Vocational",TRUE,73,3.1,2350,100
"2695","13","Teacher_Latino","PCT_AfrAm","Computer Education",FALSE,1359,93.9,1359,93.9
"2696","13","Teacher_Latino","PCT_AfrAm","Computer Education",TRUE,88,6.1,1447,100
"2697","13","Teacher_Latino","PCT_AfrAm","English Language Arts",FALSE,4328,94.3,4328,94.3
"2698","13","Teacher_Latino","PCT_AfrAm","English Language Arts",TRUE,261,5.7,4589,100
"2699","13","Teacher_Latino","PCT_AfrAm","Foreign Languages",FALSE,2266,97.2,2266,97.2
"2700","13","Teacher_Latino","PCT_AfrAm","Foreign Languages",TRUE,65,2.8,2331,100
"2701","13","Teacher_Latino","PCT_AfrAm","History/Social Science",FALSE,4178,97.8,4178,97.8
"2702","13","Teacher_Latino","PCT_AfrAm","History/Social Science",TRUE,96,2.2,4274,100
"2703","13","Teacher_Latino","PCT_AfrAm","Mathematics",FALSE,4267,97.8,4267,97.8
"2704","13","Teacher_Latino","PCT_AfrAm","Mathematics",TRUE,98,2.2,4365,100
"2705","13","Teacher_Latino","PCT_AfrAm","Other Instruction-Related Assignments",FALSE,3964,68.4,3964,68.4
"2706","13","Teacher_Latino","PCT_AfrAm","Other Instruction-Related Assignments",TRUE,1833,31.6,5797,100
"2707","13","Teacher_Latino","PCT_AfrAm","PE/Health",FALSE,4079,88.5,4079,88.5
"2708","13","Teacher_Latino","PCT_AfrAm","PE/Health",TRUE,531,11.5,4610,100
"2709","13","Teacher_Latino","PCT_AfrAm","Science",FALSE,4176,95.6,4176,95.6
"2710","13","Teacher_Latino","PCT_AfrAm","Science",TRUE,192,4.4,4368,100
"2711","13","Teacher_Latino","PCT_AfrAm","Self-Contained Class",FALSE,7049,98.4,7049,98.4
"2712","13","Teacher_Latino","PCT_AfrAm","Self-Contained Class",TRUE,114,1.6,7163,100
"2713","13","Teacher_Latino","PCT_AfrAm","Special Designated Subjects",FALSE,502,95.1,502,95.1
"2714","13","Teacher_Latino","PCT_AfrAm","Special Designated Subjects",TRUE,26,4.9,528,100
"2715","13","Teacher_Latino","PCT_AfrAm",NA,FALSE,2,0,2,0
"2716","13","Teacher_Latino","PCT_AfrAm",NA,TRUE,5111,100,5113,100
"2717","13","Teacher_Black","PCT_AfrAm","Art, Music, Dance, Drama",FALSE,3507,84.6,3507,84.6
"2718","13","Teacher_Black","PCT_AfrAm","Art, Music, Dance, Drama",TRUE,638,15.4,4145,100
"2719","13","Teacher_Black","PCT_AfrAm","Career Technical Education/Vocational",FALSE,2277,96.9,2277,96.9
"2720","13","Teacher_Black","PCT_AfrAm","Career Technical Education/Vocational",TRUE,73,3.1,2350,100
"2721","13","Teacher_Black","PCT_AfrAm","Computer Education",FALSE,1359,93.9,1359,93.9
"2722","13","Teacher_Black","PCT_AfrAm","Computer Education",TRUE,88,6.1,1447,100
"2723","13","Teacher_Black","PCT_AfrAm","English Language Arts",FALSE,4328,94.3,4328,94.3
"2724","13","Teacher_Black","PCT_AfrAm","English Language Arts",TRUE,261,5.7,4589,100
"2725","13","Teacher_Black","PCT_AfrAm","Foreign Languages",FALSE,2266,97.2,2266,97.2
"2726","13","Teacher_Black","PCT_AfrAm","Foreign Languages",TRUE,65,2.8,2331,100
"2727","13","Teacher_Black","PCT_AfrAm","History/Social Science",FALSE,4178,97.8,4178,97.8
"2728","13","Teacher_Black","PCT_AfrAm","History/Social Science",TRUE,96,2.2,4274,100
"2729","13","Teacher_Black","PCT_AfrAm","Mathematics",FALSE,4267,97.8,4267,97.8
"2730","13","Teacher_Black","PCT_AfrAm","Mathematics",TRUE,98,2.2,4365,100
"2731","13","Teacher_Black","PCT_AfrAm","Other Instruction-Related Assignments",FALSE,3964,68.4,3964,68.4
"2732","13","Teacher_Black","PCT_AfrAm","Other Instruction-Related Assignments",TRUE,1833,31.6,5797,100
"2733","13","Teacher_Black","PCT_AfrAm","PE/Health",FALSE,4079,88.5,4079,88.5
"2734","13","Teacher_Black","PCT_AfrAm","PE/Health",TRUE,531,11.5,4610,100
"2735","13","Teacher_Black","PCT_AfrAm","Science",FALSE,4176,95.6,4176,95.6
"2736","13","Teacher_Black","PCT_AfrAm","Science",TRUE,192,4.4,4368,100
"2737","13","Teacher_Black","PCT_AfrAm","Self-Contained Class",FALSE,7049,98.4,7049,98.4
"2738","13","Teacher_Black","PCT_AfrAm","Self-Contained Class",TRUE,114,1.6,7163,100
"2739","13","Teacher_Black","PCT_AfrAm","Special Designated Subjects",FALSE,502,95.1,502,95.1
"2740","13","Teacher_Black","PCT_AfrAm","Special Designated Subjects",TRUE,26,4.9,528,100
"2741","13","Teacher_Black","PCT_AfrAm",NA,FALSE,2,0,2,0
"2742","13","Teacher_Black","PCT_AfrAm",NA,TRUE,5111,100,5113,100
"2743","13","Teacher_Asian","PCT_AfrAm","Art, Music, Dance, Drama",FALSE,3507,84.6,3507,84.6
"2744","13","Teacher_Asian","PCT_AfrAm","Art, Music, Dance, Drama",TRUE,638,15.4,4145,100
"2745","13","Teacher_Asian","PCT_AfrAm","Career Technical Education/Vocational",FALSE,2277,96.9,2277,96.9
"2746","13","Teacher_Asian","PCT_AfrAm","Career Technical Education/Vocational",TRUE,73,3.1,2350,100
"2747","13","Teacher_Asian","PCT_AfrAm","Computer Education",FALSE,1359,93.9,1359,93.9
"2748","13","Teacher_Asian","PCT_AfrAm","Computer Education",TRUE,88,6.1,1447,100
"2749","13","Teacher_Asian","PCT_AfrAm","English Language Arts",FALSE,4328,94.3,4328,94.3
"2750","13","Teacher_Asian","PCT_AfrAm","English Language Arts",TRUE,261,5.7,4589,100
"2751","13","Teacher_Asian","PCT_AfrAm","Foreign Languages",FALSE,2266,97.2,2266,97.2
"2752","13","Teacher_Asian","PCT_AfrAm","Foreign Languages",TRUE,65,2.8,2331,100
"2753","13","Teacher_Asian","PCT_AfrAm","History/Social Science",FALSE,4178,97.8,4178,97.8
"2754","13","Teacher_Asian","PCT_AfrAm","History/Social Science",TRUE,96,2.2,4274,100
"2755","13","Teacher_Asian","PCT_AfrAm","Mathematics",FALSE,4267,97.8,4267,97.8
"2756","13","Teacher_Asian","PCT_AfrAm","Mathematics",TRUE,98,2.2,4365,100
"2757","13","Teacher_Asian","PCT_AfrAm","Other Instruction-Related Assignments",FALSE,3964,68.4,3964,68.4
"2758","13","Teacher_Asian","PCT_AfrAm","Other Instruction-Related Assignments",TRUE,1833,31.6,5797,100
"2759","13","Teacher_Asian","PCT_AfrAm","PE/Health",FALSE,4079,88.5,4079,88.5
"2760","13","Teacher_Asian","PCT_AfrAm","PE/Health",TRUE,531,11.5,4610,100
"2761","13","Teacher_Asian","PCT_AfrAm","Science",FALSE,4176,95.6,4176,95.6
"2762","13","Teacher_Asian","PCT_AfrAm","Science",TRUE,192,4.4,4368,100
"2763","13","Teacher_Asian","PCT_AfrAm","Self-Contained Class",FALSE,7049,98.4,7049,98.4
"2764","13","Teacher_Asian","PCT_AfrAm","Self-Contained Class",TRUE,114,1.6,7163,100
"2765","13","Teacher_Asian","PCT_AfrAm","Special Designated Subjects",FALSE,502,95.1,502,95.1
"2766","13","Teacher_Asian","PCT_AfrAm","Special Designated Subjects",TRUE,26,4.9,528,100
"2767","13","Teacher_Asian","PCT_AfrAm",NA,FALSE,2,0,2,0
"2768","13","Teacher_Asian","PCT_AfrAm",NA,TRUE,5111,100,5113,100
"2769","13","Master_Above","PCT_AfrAm","Art, Music, Dance, Drama",FALSE,3593,86.7,3593,86.7
"2770","13","Master_Above","PCT_AfrAm","Art, Music, Dance, Drama",TRUE,552,13.3,4145,100
"2771","13","Master_Above","PCT_AfrAm","Career Technical Education/Vocational",FALSE,2306,98.1,2306,98.1
"2772","13","Master_Above","PCT_AfrAm","Career Technical Education/Vocational",TRUE,44,1.9,2350,100
"2773","13","Master_Above","PCT_AfrAm","Computer Education",FALSE,1390,96.1,1390,96.1
"2774","13","Master_Above","PCT_AfrAm","Computer Education",TRUE,57,3.9,1447,100
"2775","13","Master_Above","PCT_AfrAm","English Language Arts",FALSE,4373,95.3,4373,95.3
"2776","13","Master_Above","PCT_AfrAm","English Language Arts",TRUE,216,4.7,4589,100
"2777","13","Master_Above","PCT_AfrAm","Foreign Languages",FALSE,2298,98.6,2298,98.6
"2778","13","Master_Above","PCT_AfrAm","Foreign Languages",TRUE,33,1.4,2331,100
"2779","13","Master_Above","PCT_AfrAm","History/Social Science",FALSE,4232,99,4232,99
"2780","13","Master_Above","PCT_AfrAm","History/Social Science",TRUE,42,1,4274,100
"2781","13","Master_Above","PCT_AfrAm","Mathematics",FALSE,4320,99,4320,99
"2782","13","Master_Above","PCT_AfrAm","Mathematics",TRUE,45,1,4365,100
"2783","13","Master_Above","PCT_AfrAm","Other Instruction-Related Assignments",FALSE,4016,69.3,4016,69.3
"2784","13","Master_Above","PCT_AfrAm","Other Instruction-Related Assignments",TRUE,1781,30.7,5797,100
"2785","13","Master_Above","PCT_AfrAm","PE/Health",FALSE,4142,89.8,4142,89.8
"2786","13","Master_Above","PCT_AfrAm","PE/Health",TRUE,468,10.2,4610,100
"2787","13","Master_Above","PCT_AfrAm","Science",FALSE,4242,97.1,4242,97.1
"2788","13","Master_Above","PCT_AfrAm","Science",TRUE,126,2.9,4368,100
"2789","13","Master_Above","PCT_AfrAm","Self-Contained Class",FALSE,7086,98.9,7086,98.9
"2790","13","Master_Above","PCT_AfrAm","Self-Contained Class",TRUE,77,1.1,7163,100
"2791","13","Master_Above","PCT_AfrAm","Special Designated Subjects",FALSE,489,92.6,489,92.6
"2792","13","Master_Above","PCT_AfrAm","Special Designated Subjects",TRUE,39,7.4,528,100
"2793","13","Master_Above","PCT_AfrAm",NA,FALSE,2,0,2,0
"2794","13","Master_Above","PCT_AfrAm",NA,TRUE,5111,100,5113,100
"2795","13","YearsTeaching","PCT_AfrAm","Art, Music, Dance, Drama",FALSE,3599,86.8,3599,86.8
"2796","13","YearsTeaching","PCT_AfrAm","Art, Music, Dance, Drama",TRUE,546,13.2,4145,100
"2797","13","YearsTeaching","PCT_AfrAm","Career Technical Education/Vocational",FALSE,2324,98.9,2324,98.9
"2798","13","YearsTeaching","PCT_AfrAm","Career Technical Education/Vocational",TRUE,26,1.1,2350,100
"2799","13","YearsTeaching","PCT_AfrAm","Computer Education",FALSE,1399,96.7,1399,96.7
"2800","13","YearsTeaching","PCT_AfrAm","Computer Education",TRUE,48,3.3,1447,100
"2801","13","YearsTeaching","PCT_AfrAm","English Language Arts",FALSE,4376,95.4,4376,95.4
"2802","13","YearsTeaching","PCT_AfrAm","English Language Arts",TRUE,213,4.6,4589,100
"2803","13","YearsTeaching","PCT_AfrAm","Foreign Languages",FALSE,2302,98.8,2302,98.8
"2804","13","YearsTeaching","PCT_AfrAm","Foreign Languages",TRUE,29,1.2,2331,100
"2805","13","YearsTeaching","PCT_AfrAm","History/Social Science",FALSE,4234,99.1,4234,99.1
"2806","13","YearsTeaching","PCT_AfrAm","History/Social Science",TRUE,40,0.9,4274,100
"2807","13","YearsTeaching","PCT_AfrAm","Mathematics",FALSE,4324,99.1,4324,99.1
"2808","13","YearsTeaching","PCT_AfrAm","Mathematics",TRUE,41,0.9,4365,100
"2809","13","YearsTeaching","PCT_AfrAm","Other Instruction-Related Assignments",FALSE,4019,69.3,4019,69.3
"2810","13","YearsTeaching","PCT_AfrAm","Other Instruction-Related Assignments",TRUE,1778,30.7,5797,100
"2811","13","YearsTeaching","PCT_AfrAm","PE/Health",FALSE,4150,90,4150,90
"2812","13","YearsTeaching","PCT_AfrAm","PE/Health",TRUE,460,10,4610,100
"2813","13","YearsTeaching","PCT_AfrAm","Science",FALSE,4246,97.2,4246,97.2
"2814","13","YearsTeaching","PCT_AfrAm","Science",TRUE,122,2.8,4368,100
"2815","13","YearsTeaching","PCT_AfrAm","Self-Contained Class",FALSE,7089,99,7089,99
"2816","13","YearsTeaching","PCT_AfrAm","Self-Contained Class",TRUE,74,1,7163,100
"2817","13","YearsTeaching","PCT_AfrAm","Special Designated Subjects",FALSE,516,97.7,516,97.7
"2818","13","YearsTeaching","PCT_AfrAm","Special Designated Subjects",TRUE,12,2.3,528,100
"2819","13","YearsTeaching","PCT_AfrAm",NA,FALSE,2,0,2,0
"2820","13","YearsTeaching","PCT_AfrAm",NA,TRUE,5111,100,5113,100
"2821","13","YearsInDistrict","PCT_AfrAm","Art, Music, Dance, Drama",FALSE,3599,86.8,3599,86.8
"2822","13","YearsInDistrict","PCT_AfrAm","Art, Music, Dance, Drama",TRUE,546,13.2,4145,100
"2823","13","YearsInDistrict","PCT_AfrAm","Career Technical Education/Vocational",FALSE,2324,98.9,2324,98.9
"2824","13","YearsInDistrict","PCT_AfrAm","Career Technical Education/Vocational",TRUE,26,1.1,2350,100
"2825","13","YearsInDistrict","PCT_AfrAm","Computer Education",FALSE,1399,96.7,1399,96.7
"2826","13","YearsInDistrict","PCT_AfrAm","Computer Education",TRUE,48,3.3,1447,100
"2827","13","YearsInDistrict","PCT_AfrAm","English Language Arts",FALSE,4376,95.4,4376,95.4
"2828","13","YearsInDistrict","PCT_AfrAm","English Language Arts",TRUE,213,4.6,4589,100
"2829","13","YearsInDistrict","PCT_AfrAm","Foreign Languages",FALSE,2302,98.8,2302,98.8
"2830","13","YearsInDistrict","PCT_AfrAm","Foreign Languages",TRUE,29,1.2,2331,100
"2831","13","YearsInDistrict","PCT_AfrAm","History/Social Science",FALSE,4234,99.1,4234,99.1
"2832","13","YearsInDistrict","PCT_AfrAm","History/Social Science",TRUE,40,0.9,4274,100
"2833","13","YearsInDistrict","PCT_AfrAm","Mathematics",FALSE,4324,99.1,4324,99.1
"2834","13","YearsInDistrict","PCT_AfrAm","Mathematics",TRUE,41,0.9,4365,100
"2835","13","YearsInDistrict","PCT_AfrAm","Other Instruction-Related Assignments",FALSE,4019,69.3,4019,69.3
"2836","13","YearsInDistrict","PCT_AfrAm","Other Instruction-Related Assignments",TRUE,1778,30.7,5797,100
"2837","13","YearsInDistrict","PCT_AfrAm","PE/Health",FALSE,4150,90,4150,90
"2838","13","YearsInDistrict","PCT_AfrAm","PE/Health",TRUE,460,10,4610,100
"2839","13","YearsInDistrict","PCT_AfrAm","Science",FALSE,4246,97.2,4246,97.2
"2840","13","YearsInDistrict","PCT_AfrAm","Science",TRUE,122,2.8,4368,100
"2841","13","YearsInDistrict","PCT_AfrAm","Self-Contained Class",FALSE,7089,99,7089,99
"2842","13","YearsInDistrict","PCT_AfrAm","Self-Contained Class",TRUE,74,1,7163,100
"2843","13","YearsInDistrict","PCT_AfrAm","Special Designated Subjects",FALSE,516,97.7,516,97.7
"2844","13","YearsInDistrict","PCT_AfrAm","Special Designated Subjects",TRUE,12,2.3,528,100
"2845","13","YearsInDistrict","PCT_AfrAm",NA,FALSE,2,0,2,0
"2846","13","YearsInDistrict","PCT_AfrAm",NA,TRUE,5111,100,5113,100
"2847","13","NewTeaching","PCT_AfrAm","Art, Music, Dance, Drama",FALSE,583,14.1,583,14.1
"2848","13","NewTeaching","PCT_AfrAm","Art, Music, Dance, Drama",TRUE,3562,85.9,4145,100
"2849","13","NewTeaching","PCT_AfrAm","Career Technical Education/Vocational",FALSE,480,20.4,480,20.4
"2850","13","NewTeaching","PCT_AfrAm","Career Technical Education/Vocational",TRUE,1870,79.6,2350,100
"2851","13","NewTeaching","PCT_AfrAm","Computer Education",FALSE,78,5.4,78,5.4
"2852","13","NewTeaching","PCT_AfrAm","Computer Education",TRUE,1369,94.6,1447,100
"2853","13","NewTeaching","PCT_AfrAm","English Language Arts",FALSE,1521,33.1,1521,33.1
"2854","13","NewTeaching","PCT_AfrAm","English Language Arts",TRUE,3068,66.9,4589,100
"2855","13","NewTeaching","PCT_AfrAm","Foreign Languages",FALSE,380,16.3,380,16.3
"2856","13","NewTeaching","PCT_AfrAm","Foreign Languages",TRUE,1951,83.7,2331,100
"2857","13","NewTeaching","PCT_AfrAm","History/Social Science",FALSE,1096,25.6,1096,25.6
"2858","13","NewTeaching","PCT_AfrAm","History/Social Science",TRUE,3178,74.4,4274,100
"2859","13","NewTeaching","PCT_AfrAm","Mathematics",FALSE,1440,33,1440,33
"2860","13","NewTeaching","PCT_AfrAm","Mathematics",TRUE,2925,67,4365,100
"2861","13","NewTeaching","PCT_AfrAm","Other Instruction-Related Assignments",FALSE,1155,19.9,1155,19.9
"2862","13","NewTeaching","PCT_AfrAm","Other Instruction-Related Assignments",TRUE,4642,80.1,5797,100
"2863","13","NewTeaching","PCT_AfrAm","PE/Health",FALSE,706,15.3,706,15.3
"2864","13","NewTeaching","PCT_AfrAm","PE/Health",TRUE,3904,84.7,4610,100
"2865","13","NewTeaching","PCT_AfrAm","Science",FALSE,1206,27.6,1206,27.6
"2866","13","NewTeaching","PCT_AfrAm","Science",TRUE,3162,72.4,4368,100
"2867","13","NewTeaching","PCT_AfrAm","Self-Contained Class",FALSE,3074,42.9,3074,42.9
"2868","13","NewTeaching","PCT_AfrAm","Self-Contained Class",TRUE,4089,57.1,7163,100
"2869","13","NewTeaching","PCT_AfrAm","Special Designated Subjects",FALSE,60,11.4,60,11.4
"2870","13","NewTeaching","PCT_AfrAm","Special Designated Subjects",TRUE,468,88.6,528,100
"2871","13","NewTeaching","PCT_AfrAm",NA,TRUE,5113,100,5113,100
"2872","13","NewInDistrict","PCT_AfrAm","Art, Music, Dance, Drama",FALSE,841,20.3,841,20.3
"2873","13","NewInDistrict","PCT_AfrAm","Art, Music, Dance, Drama",TRUE,3304,79.7,4145,100
"2874","13","NewInDistrict","PCT_AfrAm","Career Technical Education/Vocational",FALSE,610,26,610,26
"2875","13","NewInDistrict","PCT_AfrAm","Career Technical Education/Vocational",TRUE,1740,74,2350,100
"2876","13","NewInDistrict","PCT_AfrAm","Computer Education",FALSE,108,7.5,108,7.5
"2877","13","NewInDistrict","PCT_AfrAm","Computer Education",TRUE,1339,92.5,1447,100
"2878","13","NewInDistrict","PCT_AfrAm","English Language Arts",FALSE,1973,43,1973,43
"2879","13","NewInDistrict","PCT_AfrAm","English Language Arts",TRUE,2616,57,4589,100
"2880","13","NewInDistrict","PCT_AfrAm","Foreign Languages",FALSE,547,23.5,547,23.5
"2881","13","NewInDistrict","PCT_AfrAm","Foreign Languages",TRUE,1784,76.5,2331,100
"2882","13","NewInDistrict","PCT_AfrAm","History/Social Science",FALSE,1452,34,1452,34
"2883","13","NewInDistrict","PCT_AfrAm","History/Social Science",TRUE,2822,66,4274,100
"2884","13","NewInDistrict","PCT_AfrAm","Mathematics",FALSE,1879,43,1879,43
"2885","13","NewInDistrict","PCT_AfrAm","Mathematics",TRUE,2486,57,4365,100
"2886","13","NewInDistrict","PCT_AfrAm","Other Instruction-Related Assignments",FALSE,1517,26.2,1517,26.2
"2887","13","NewInDistrict","PCT_AfrAm","Other Instruction-Related Assignments",TRUE,4280,73.8,5797,100
"2888","13","NewInDistrict","PCT_AfrAm","PE/Health",FALSE,976,21.2,976,21.2
"2889","13","NewInDistrict","PCT_AfrAm","PE/Health",TRUE,3634,78.8,4610,100
"2890","13","NewInDistrict","PCT_AfrAm","Science",FALSE,1605,36.7,1605,36.7
"2891","13","NewInDistrict","PCT_AfrAm","Science",TRUE,2763,63.3,4368,100
"2892","13","NewInDistrict","PCT_AfrAm","Self-Contained Class",FALSE,3766,52.6,3766,52.6
"2893","13","NewInDistrict","PCT_AfrAm","Self-Contained Class",TRUE,3397,47.4,7163,100
"2894","13","NewInDistrict","PCT_AfrAm","Special Designated Subjects",FALSE,81,15.3,81,15.3
"2895","13","NewInDistrict","PCT_AfrAm","Special Designated Subjects",TRUE,447,84.7,528,100
"2896","13","NewInDistrict","PCT_AfrAm",NA,TRUE,5113,100,5113,100
"2897","13","Teacher_Tenured","PCT_AfrAm","Art, Music, Dance, Drama",FALSE,3599,86.8,3599,86.8
"2898","13","Teacher_Tenured","PCT_AfrAm","Art, Music, Dance, Drama",TRUE,546,13.2,4145,100
"2899","13","Teacher_Tenured","PCT_AfrAm","Career Technical Education/Vocational",FALSE,2324,98.9,2324,98.9
"2900","13","Teacher_Tenured","PCT_AfrAm","Career Technical Education/Vocational",TRUE,26,1.1,2350,100
"2901","13","Teacher_Tenured","PCT_AfrAm","Computer Education",FALSE,1399,96.7,1399,96.7
"2902","13","Teacher_Tenured","PCT_AfrAm","Computer Education",TRUE,48,3.3,1447,100
"2903","13","Teacher_Tenured","PCT_AfrAm","English Language Arts",FALSE,4376,95.4,4376,95.4
"2904","13","Teacher_Tenured","PCT_AfrAm","English Language Arts",TRUE,213,4.6,4589,100
"2905","13","Teacher_Tenured","PCT_AfrAm","Foreign Languages",FALSE,2302,98.8,2302,98.8
"2906","13","Teacher_Tenured","PCT_AfrAm","Foreign Languages",TRUE,29,1.2,2331,100
"2907","13","Teacher_Tenured","PCT_AfrAm","History/Social Science",FALSE,4234,99.1,4234,99.1
"2908","13","Teacher_Tenured","PCT_AfrAm","History/Social Science",TRUE,40,0.9,4274,100
"2909","13","Teacher_Tenured","PCT_AfrAm","Mathematics",FALSE,4324,99.1,4324,99.1
"2910","13","Teacher_Tenured","PCT_AfrAm","Mathematics",TRUE,41,0.9,4365,100
"2911","13","Teacher_Tenured","PCT_AfrAm","Other Instruction-Related Assignments",FALSE,4019,69.3,4019,69.3
"2912","13","Teacher_Tenured","PCT_AfrAm","Other Instruction-Related Assignments",TRUE,1778,30.7,5797,100
"2913","13","Teacher_Tenured","PCT_AfrAm","PE/Health",FALSE,4150,90,4150,90
"2914","13","Teacher_Tenured","PCT_AfrAm","PE/Health",TRUE,460,10,4610,100
"2915","13","Teacher_Tenured","PCT_AfrAm","Science",FALSE,4246,97.2,4246,97.2
"2916","13","Teacher_Tenured","PCT_AfrAm","Science",TRUE,122,2.8,4368,100
"2917","13","Teacher_Tenured","PCT_AfrAm","Self-Contained Class",FALSE,7089,99,7089,99
"2918","13","Teacher_Tenured","PCT_AfrAm","Self-Contained Class",TRUE,74,1,7163,100
"2919","13","Teacher_Tenured","PCT_AfrAm","Special Designated Subjects",FALSE,516,97.7,516,97.7
"2920","13","Teacher_Tenured","PCT_AfrAm","Special Designated Subjects",TRUE,12,2.3,528,100
"2921","13","Teacher_Tenured","PCT_AfrAm",NA,FALSE,2,0,2,0
"2922","13","Teacher_Tenured","PCT_AfrAm",NA,TRUE,5111,100,5113,100
"2923","13","UC_CSU_Approved","PCT_AfrAm","Art, Music, Dance, Drama",FALSE,3599,86.8,3599,86.8
"2924","13","UC_CSU_Approved","PCT_AfrAm","Art, Music, Dance, Drama",TRUE,546,13.2,4145,100
"2925","13","UC_CSU_Approved","PCT_AfrAm","Career Technical Education/Vocational",FALSE,2324,98.9,2324,98.9
"2926","13","UC_CSU_Approved","PCT_AfrAm","Career Technical Education/Vocational",TRUE,26,1.1,2350,100
"2927","13","UC_CSU_Approved","PCT_AfrAm","Computer Education",FALSE,1399,96.7,1399,96.7
"2928","13","UC_CSU_Approved","PCT_AfrAm","Computer Education",TRUE,48,3.3,1447,100
"2929","13","UC_CSU_Approved","PCT_AfrAm","English Language Arts",FALSE,4376,95.4,4376,95.4
"2930","13","UC_CSU_Approved","PCT_AfrAm","English Language Arts",TRUE,213,4.6,4589,100
"2931","13","UC_CSU_Approved","PCT_AfrAm","Foreign Languages",FALSE,2302,98.8,2302,98.8
"2932","13","UC_CSU_Approved","PCT_AfrAm","Foreign Languages",TRUE,29,1.2,2331,100
"2933","13","UC_CSU_Approved","PCT_AfrAm","History/Social Science",FALSE,4234,99.1,4234,99.1
"2934","13","UC_CSU_Approved","PCT_AfrAm","History/Social Science",TRUE,40,0.9,4274,100
"2935","13","UC_CSU_Approved","PCT_AfrAm","Mathematics",FALSE,4324,99.1,4324,99.1
"2936","13","UC_CSU_Approved","PCT_AfrAm","Mathematics",TRUE,41,0.9,4365,100
"2937","13","UC_CSU_Approved","PCT_AfrAm","Other Instruction-Related Assignments",FALSE,4019,69.3,4019,69.3
"2938","13","UC_CSU_Approved","PCT_AfrAm","Other Instruction-Related Assignments",TRUE,1778,30.7,5797,100
"2939","13","UC_CSU_Approved","PCT_AfrAm","PE/Health",FALSE,4150,90,4150,90
"2940","13","UC_CSU_Approved","PCT_AfrAm","PE/Health",TRUE,460,10,4610,100
"2941","13","UC_CSU_Approved","PCT_AfrAm","Science",FALSE,4246,97.2,4246,97.2
"2942","13","UC_CSU_Approved","PCT_AfrAm","Science",TRUE,122,2.8,4368,100
"2943","13","UC_CSU_Approved","PCT_AfrAm","Self-Contained Class",FALSE,7089,99,7089,99
"2944","13","UC_CSU_Approved","PCT_AfrAm","Self-Contained Class",TRUE,74,1,7163,100
"2945","13","UC_CSU_Approved","PCT_AfrAm","Special Designated Subjects",FALSE,516,97.7,516,97.7
"2946","13","UC_CSU_Approved","PCT_AfrAm","Special Designated Subjects",TRUE,12,2.3,528,100
"2947","13","UC_CSU_Approved","PCT_AfrAm",NA,TRUE,5113,100,5113,100
"2948","13","NCLB_Core","PCT_AfrAm","Art, Music, Dance, Drama",FALSE,3599,86.8,3599,86.8
"2949","13","NCLB_Core","PCT_AfrAm","Art, Music, Dance, Drama",TRUE,546,13.2,4145,100
"2950","13","NCLB_Core","PCT_AfrAm","Career Technical Education/Vocational",FALSE,2324,98.9,2324,98.9
"2951","13","NCLB_Core","PCT_AfrAm","Career Technical Education/Vocational",TRUE,26,1.1,2350,100
"2952","13","NCLB_Core","PCT_AfrAm","Computer Education",FALSE,1399,96.7,1399,96.7
"2953","13","NCLB_Core","PCT_AfrAm","Computer Education",TRUE,48,3.3,1447,100
"2954","13","NCLB_Core","PCT_AfrAm","English Language Arts",FALSE,4376,95.4,4376,95.4
"2955","13","NCLB_Core","PCT_AfrAm","English Language Arts",TRUE,213,4.6,4589,100
"2956","13","NCLB_Core","PCT_AfrAm","Foreign Languages",FALSE,2302,98.8,2302,98.8
"2957","13","NCLB_Core","PCT_AfrAm","Foreign Languages",TRUE,29,1.2,2331,100
"2958","13","NCLB_Core","PCT_AfrAm","History/Social Science",FALSE,4234,99.1,4234,99.1
"2959","13","NCLB_Core","PCT_AfrAm","History/Social Science",TRUE,40,0.9,4274,100
"2960","13","NCLB_Core","PCT_AfrAm","Mathematics",FALSE,4324,99.1,4324,99.1
"2961","13","NCLB_Core","PCT_AfrAm","Mathematics",TRUE,41,0.9,4365,100
"2962","13","NCLB_Core","PCT_AfrAm","Other Instruction-Related Assignments",FALSE,4019,69.3,4019,69.3
"2963","13","NCLB_Core","PCT_AfrAm","Other Instruction-Related Assignments",TRUE,1778,30.7,5797,100
"2964","13","NCLB_Core","PCT_AfrAm","PE/Health",FALSE,4150,90,4150,90
"2965","13","NCLB_Core","PCT_AfrAm","PE/Health",TRUE,460,10,4610,100
"2966","13","NCLB_Core","PCT_AfrAm","Science",FALSE,4246,97.2,4246,97.2
"2967","13","NCLB_Core","PCT_AfrAm","Science",TRUE,122,2.8,4368,100
"2968","13","NCLB_Core","PCT_AfrAm","Self-Contained Class",FALSE,7089,99,7089,99
"2969","13","NCLB_Core","PCT_AfrAm","Self-Contained Class",TRUE,74,1,7163,100
"2970","13","NCLB_Core","PCT_AfrAm","Special Designated Subjects",FALSE,516,97.7,516,97.7
"2971","13","NCLB_Core","PCT_AfrAm","Special Designated Subjects",TRUE,12,2.3,528,100
